,,,Home,,Home,,Home,,,
,,,0,,1,,2,,,
Period,Frame,Time [s],Player0,,Player1,,Player2,,Ball,
1,524,8.733333,0.746184,0.247412,0.800607,0.692241,0.599874,0.635971,0.808387,0.690153
1,525,8.75,0.746854,0.247409,0.800554,0.691411,0.597986,0.636783,0.807007,0.683861
1,526,8.766667,0.747525,0.247406,0.800501,0.690581,0.596099,0.637595,0.805627,0.677569
1,527,8.783333,0.748195,0.247404,0.800447,0.689751,0.594211,0.638408,0.804246,0.670378
1,528,8.8,0.748866,0.247401,0.800394,0.688921,0.592324,0.63922,0.802865,0.663186
1,529,8.816667,0.749536,0.247398,0.80034,0.688091,0.590436,0.640032,0.79942,0.655998
1,530,8.833333,0.750207,0.247396,0.800287,0.687262,0.588549,0.640844,0.795977,0.650608
1,531,8.85,0.750877,0.247393,0.800233,0.686432,0.586662,0.641657,0.792533,0.645219
1,532,8.866667,0.751548,0.247391,0.80018,0.685602,0.584774,0.642469,0.788401,0.639831
1,533,8.883333,0.752218,0.247388,0.800126,0.684772,0.582887,0.643281,0.78427,0.636242
1,534,8.9,0.752889,0.247385,0.800667,0.684514,0.581,0.644093,0.780655,0.63164
1,535,8.916667,0.753559,0.247383,0.801207,0.684256,0.579113,0.644905,0.77704,0.627037
1,536,8.933333,0.75423,0.24738,0.801748,0.683998,0.577226,0.645717,0.773424,0.622435
1,537,8.95,0.7549,0.247378,0.802288,0.683741,0.575339,0.64653,0.769809,0.617833
1,538,8.966667,0.755571,0.247375,0.802829,0.683483,0.573452,0.647342,0.766194,0.613232
1,539,8.983333,0.756241,0.247372,0.803369,0.683225,0.571565,0.648154,0.762579,0.60863
1,540,9.0,0.756912,0.24737,0.80391,0.682967,0.569678,0.648966,0.758964,0.604028
1,541,9.016667,0.757583,0.247367,0.80445,0.682709,0.567791,0.649778,0.755349,0.599426
1,542,9.033333,0.758253,0.247364,0.804991,0.682451,0.565904,0.65059,0.751734,0.594824
1,543,9.05,0.758924,0.247362,0.805531,0.682194,0.564017,0.651402,0.748119,0.590222
1,544,9.066667,0.759594,0.247359,0.806072,0.681936,0.562131,0.652214,0.744504,0.585621
1,545,9.083333,0.760265,0.247357,0.806612,0.681678,0.560244,0.653026,0.740889,0.581019
1,546,9.1,0.760935,0.247354,0.807152,0.68142,0.558357,0.653837,0.737274,0.576417
1,547,9.116667,0.761493,0.246923,0.807693,0.681162,0.556471,0.654649,0.733659,0.571816
1,548,9.133333,0.76205,0.246491,0.808319,0.681447,0.55427,0.653837,0.730044,0.567214
1,549,9.15,0.762607,0.24606,0.808945,0.681732,0.552069,0.653024,0.726429,0.562613
1,550,9.166667,0.763164,0.245628,0.80957,0.682017,0.549869,0.652212,0.723025,0.558623
1,551,9.183333,0.763721,0.245197,0.810196,0.682302,0.547668,0.6514,0.719621,0.554633
1,552,9.2,0.764279,0.244766,0.810822,0.682587,0.545467,0.650587,0.716217,0.550643
1,553,9.216667,0.764836,0.244334,0.811448,0.682872,0.543267,0.649775,0.712813,0.546654
1,554,9.233333,0.765393,0.243903,0.812073,0.683158,0.541066,0.648962,0.709409,0.542664
1,555,9.25,0.76595,0.243471,0.812699,0.683442,0.538866,0.64815,0.706005,0.538674
1,556,9.266667,0.766508,0.24304,0.813325,0.683728,0.536665,0.647338,0.702601,0.534685
1,557,9.283333,0.767065,0.242608,0.81395,0.684012,0.534465,0.646525,0.699197,0.530695
1,558,9.3,0.767622,0.242177,0.814576,0.684298,0.532264,0.645713,0.695793,0.526706
1,559,9.316667,0.768179,0.241746,0.815202,0.684583,0.530064,0.644901,0.692389,0.522716
1,560,9.333333,0.768737,0.241314,0.815828,0.684868,0.527864,0.644088,0.688985,0.518727
1,561,9.35,0.769294,0.240883,0.816454,0.685153,0.525663,0.643276,0.685582,0.514738
1,562,9.366667,0.769851,0.240451,0.817079,0.685438,0.523463,0.642464,0.682178,0.510748
1,563,9.383333,0.770408,0.24002,0.817705,0.685723,0.521263,0.641651,0.678774,0.506759
1,564,9.4,0.770966,0.239588,0.818331,0.686008,0.519063,0.640839,0.675371,0.50277
1,565,9.416667,0.771523,0.239157,0.818957,0.686293,0.516863,0.640027,0.671967,0.49878
1,566,9.433333,0.77208,0.238725,0.819582,0.686578,0.514662,0.639215,0.668563,0.494791
1,567,9.45,0.772638,0.238294,0.820208,0.686863,0.512462,0.638403,0.66516,0.490802
1,568,9.466667,0.772419,0.236871,0.820834,0.687148,0.510262,0.63759,0.662031,0.487703
1,569,9.483333,0.772201,0.235449,0.82146,0.687433,0.508062,0.636778,0.658903,0.484603
1,570,9.5,0.771982,0.234026,0.822085,0.687718,0.505862,0.635966,0.655775,0.481504
1,571,9.516667,0.771764,0.232604,0.822711,0.688003,0.503663,0.635154,0.652647,0.478405
1,572,9.533333,0.771545,0.231181,0.823337,0.688288,0.501463,0.634342,0.649519,0.475306
1,573,9.55,0.771326,0.229759,0.823963,0.688574,0.499263,0.63353,0.646391,0.472206
1,574,9.566667,0.771108,0.228336,0.824589,0.688859,0.497063,0.632718,0.643262,0.469107
1,575,9.583333,0.770889,0.226913,0.825214,0.689144,0.494863,0.631905,0.640134,0.466008
1,576,9.6,0.770671,0.225491,0.82584,0.689429,0.492663,0.631093,0.637006,0.462909
1,577,9.616667,0.770452,0.224068,0.826466,0.689714,0.490464,0.630281,0.633878,0.45981
1,578,9.633333,0.770234,0.222645,0.827092,0.689999,0.488264,0.629469,0.630751,0.456711
1,579,9.65,0.770015,0.221223,0.827718,0.690284,0.486065,0.628657,0.627654,0.453796
1,580,9.666667,0.769797,0.2198,0.828344,0.690569,0.483865,0.627845,0.624558,0.450881
1,581,9.683333,0.769578,0.218377,0.828969,0.690854,0.481665,0.627033,0.621462,0.447967
1,582,9.7,0.76936,0.216955,0.829595,0.691139,0.479466,0.626221,0.618365,0.445052
1,583,9.716667,0.769141,0.215532,0.830221,0.691424,0.477266,0.625409,0.615269,0.442137
1,584,9.733333,0.768923,0.214109,0.830847,0.691709,0.475067,0.624597,0.612173,0.439222
1,585,9.75,0.768704,0.212687,0.831473,0.691995,0.472868,0.623785,0.609077,0.436307
1,586,9.766667,0.768486,0.211264,0.832098,0.692279,0.470668,0.622973,0.60598,0.433393
1,587,9.783333,0.767739,0.210966,0.832724,0.692565,0.468469,0.622161,0.602836,0.431089
1,588,9.8,0.766993,0.210669,0.83335,0.69285,0.46627,0.621349,0.599692,0.428785
1,589,9.816667,0.766246,0.210371,0.833976,0.693135,0.46407,0.620538,0.596547,0.426481
1,590,9.833333,0.7655,0.210074,0.834602,0.69342,0.461871,0.619726,0.593403,0.424177
1,591,9.85,0.764753,0.209777,0.835228,0.693705,0.459672,0.618914,0.590259,0.421873
1,592,9.866667,0.764007,0.209479,0.835572,0.693929,0.457767,0.61655,0.587115,0.419569
1,593,9.883333,0.763261,0.209182,0.835916,0.694154,0.455861,0.614187,0.583971,0.417265
1,594,9.9,0.762514,0.208884,0.83626,0.694378,0.453955,0.611823,0.580914,0.415075
1,595,9.916667,0.761768,0.208587,0.836605,0.694602,0.45205,0.60946,0.577857,0.412885
1,596,9.933333,0.761021,0.208289,0.836949,0.694826,0.450144,0.607096,0.574801,0.410696
1,597,9.95,0.760275,0.207992,0.837293,0.69505,0.448239,0.604733,0.571744,0.408506
1,598,9.966667,0.759528,0.207694,0.837637,0.695275,0.446333,0.602369,0.568688,0.406316
1,599,9.983333,0.758274,0.206867,0.837982,0.695499,0.444428,0.600006,0.565632,0.404127
1,600,10.0,0.757019,0.20604,0.838326,0.695723,0.442522,0.597643,0.562575,0.401937
1,601,10.016667,0.755765,0.205213,0.83867,0.695947,0.440617,0.595279,0.559519,0.399748
1,602,10.033333,0.75451,0.204386,0.839014,0.696172,0.438711,0.592916,0.556463,0.397558
1,603,10.05,0.753256,0.203559,0.839359,0.696396,0.436806,0.590552,0.553483,0.395568
1,604,10.066667,0.752001,0.202732,0.839703,0.69662,0.434901,0.588189,0.550504,0.393579
1,605,10.083333,0.750747,0.201905,0.840047,0.696844,0.432995,0.585826,0.547524,0.391589
1,606,10.1,0.749492,0.201078,0.840391,0.697069,0.43109,0.583462,0.544545,0.389599
1,607,10.116667,0.748238,0.20025,0.840736,0.697293,0.429184,0.581099,0.541565,0.38761
1,608,10.133333,0.746984,0.199424,0.84063,0.697985,0.427279,0.578736,0.538586,0.38562
1,609,10.15,0.745729,0.198597,0.840525,0.698677,0.425373,0.576372,0.535607,0.383631
1,610,10.166667,0.744475,0.197769,0.840419,0.699369,0.423468,0.574009,0.532628,0.381641
1,611,10.183333,0.74322,0.196943,0.840314,0.700061,0.421563,0.571646,0.529648,0.379651
1,612,10.2,0.741966,0.196115,0.840208,0.700752,0.419657,0.569283,0.526898,0.377461
1,613,10.216667,0.740711,0.195288,0.840102,0.701444,0.417752,0.566919,0.524148,0.375271
1,614,10.233333,0.739457,0.194461,0.839997,0.702136,0.416169,0.563959,0.521397,0.373081
1,615,10.25,0.738203,0.193635,0.839891,0.702828,0.414587,0.560999,0.518647,0.370891
1,616,10.266667,0.736948,0.192807,0.839786,0.70352,0.413005,0.558039,0.515897,0.368701
1,617,10.283333,0.735694,0.19198,0.83968,0.704212,0.411423,0.555079,0.513146,0.366511
1,618,10.3,0.73444,0.191153,0.839575,0.704904,0.40984,0.552119,0.510396,0.364321
1,619,10.316667,0.733185,0.190326,0.839469,0.705596,0.408258,0.549159,0.507646,0.362131
1,620,10.333333,0.731931,0.189499,0.839364,0.706287,0.406676,0.546199,0.504896,0.359941
1,621,10.35,0.730677,0.188673,0.839258,0.706979,0.405093,0.543239,0.50196,0.358479
1,622,10.366667,0.729422,0.187846,0.839153,0.707671,0.403511,0.540279,0.499023,0.357017
1,623,10.383333,0.728168,0.187019,0.839047,0.708363,0.401929,0.537319,0.496087,0.355555
1,624,10.4,0.726914,0.186192,0.838942,0.709055,0.400346,0.534359,0.493151,0.354093
1,625,10.416667,0.725659,0.185365,0.838836,0.709747,0.398764,0.531399,0.490215,0.352631
1,626,10.433333,0.724405,0.184538,0.83873,0.710439,0.397181,0.528439,0.487279,0.351168
1,627,10.45,0.723151,0.183711,0.838625,0.71113,0.395599,0.525479,0.484343,0.349706
1,628,10.466667,0.721897,0.182884,0.838519,0.711822,0.394017,0.522519,0.481408,0.348244
1,629,10.483333,0.720642,0.182057,0.838414,0.712514,0.392434,0.519559,0.478472,0.346782
1,630,10.5,0.719388,0.18123,0.838308,0.713206,0.390852,0.516598,0.475536,0.34532
1,631,10.516667,0.718134,0.180403,0.838203,0.713898,0.38927,0.513638,0.4726,0.343858
1,632,10.533333,0.71688,0.179576,0.838097,0.71459,0.387687,0.510678,0.469853,0.343148
1,633,10.55,0.715625,0.17875,0.837992,0.715281,0.386105,0.507718,0.467106,0.342438
1,634,10.566667,0.714371,0.177923,0.836985,0.716248,0.385328,0.50382,0.464359,0.341728
1,635,10.583333,0.713117,0.177096,0.835978,0.717214,0.384552,0.499922,0.461612,0.341017
1,636,10.6,0.711863,0.176269,0.834972,0.718181,0.383775,0.496025,0.458865,0.340307
1,637,10.616667,0.710609,0.175442,0.833965,0.719147,0.382999,0.492127,0.456118,0.339597
1,638,10.633333,0.708804,0.175742,0.832958,0.720114,0.382222,0.488229,0.453372,0.338887
1,639,10.65,0.706999,0.176042,0.831952,0.72108,0.381445,0.484331,0.450625,0.338177
1,640,10.666667,0.705195,0.176342,0.830945,0.722046,0.380669,0.480433,0.447878,0.337467
1,641,10.683333,0.70339,0.176642,0.829939,0.723013,0.379892,0.476534,0.445132,0.336757
1,642,10.7,0.701585,0.176942,0.828932,0.723979,0.379116,0.472636,0.442386,0.336166
1,643,10.716667,0.699781,0.177243,0.827925,0.724946,0.378339,0.468738,0.439639,0.335576
1,644,10.733333,0.697976,0.177543,0.826919,0.725912,0.377562,0.464839,0.436893,0.334986
1,645,10.75,0.696172,0.177843,0.825912,0.726878,0.376786,0.460941,0.434147,0.334396
1,646,10.766667,0.694368,0.178143,0.824906,0.727844,0.376009,0.457042,0.431401,0.333806
1,647,10.783333,0.692563,0.178443,0.823899,0.728811,0.375232,0.453144,0.428655,0.333216
1,648,10.8,0.690759,0.178743,0.822893,0.729777,0.374456,0.449245,0.425911,0.333585
1,649,10.816667,0.688954,0.179043,0.821886,0.730743,0.373679,0.445347,0.423167,0.333955
1,650,10.833333,0.68715,0.179343,0.82088,0.73171,0.372902,0.441448,0.420423,0.334324
1,651,10.85,0.685346,0.179643,0.819874,0.732676,0.372125,0.437549,0.417679,0.334693
1,652,10.866667,0.683542,0.179943,0.818867,0.733642,0.371349,0.43365,0.414935,0.335062
1,653,10.883333,0.681738,0.180243,0.817861,0.734608,0.370572,0.429751,0.412191,0.335372
1,654,10.9,0.679933,0.180543,0.816855,0.735574,0.369795,0.425852,0.409447,0.335681
1,655,10.916667,0.678129,0.180843,0.815848,0.73654,0.369018,0.421953,0.406703,0.33599
1,656,10.933333,0.676325,0.181143,0.814842,0.737507,0.368241,0.418054,0.40396,0.336299
1,657,10.95,0.674521,0.181443,0.813836,0.738473,0.367464,0.414155,0.401216,0.336608
1,658,10.966667,0.672717,0.181743,0.812829,0.739439,0.366688,0.410256,0.398473,0.336918
1,659,10.983333,0.670913,0.182042,0.811823,0.740405,0.365911,0.406356,0.395901,0.337376
1,660,11.0,0.669109,0.182343,0.810817,0.741371,0.365134,0.402457,0.393329,0.337835
1,661,11.016667,0.667305,0.182643,0.80981,0.742337,0.364357,0.398557,0.390758,0.338293
1,662,11.033333,0.665502,0.182942,0.808804,0.743303,0.36358,0.394658,0.388186,0.338752
1,663,11.05,0.663698,0.183242,0.807798,0.744269,0.362803,0.390758,0.385272,0.339211
1,664,11.066667,0.661894,0.183542,0.806792,0.745235,0.362026,0.386859,0.382358,0.339671
1,665,11.083333,0.66009,0.183842,0.805786,0.746201,0.36125,0.382959,0.379444,0.340131
1,666,11.1,0.658287,0.184142,0.804779,0.747167,0.360473,0.379059,0.37653,0.34059
1,667,11.116667,0.656483,0.184442,0.803773,0.748133,0.359696,0.375159,0.373788,0.341319
1,668,11.133333,0.654679,0.184742,0.802767,0.749099,0.358919,0.371259,0.371046,0.342048
1,669,11.15,0.652876,0.185042,0.801761,0.750065,0.358142,0.36736,0.368304,0.342776
1,670,11.166667,0.651072,0.185342,0.800755,0.751031,0.357365,0.363459,0.365563,0.343505
1,671,11.183333,0.649269,0.185642,0.799749,0.751997,0.356588,0.359559,0.362821,0.344234
1,672,11.2,0.647465,0.185942,0.798743,0.752963,0.355811,0.355659,0.36122,0.34364
1,673,11.216667,0.645662,0.186241,0.797737,0.753929,0.355034,0.351759,0.359619,0.343046
1,674,11.233333,0.643858,0.186541,0.796731,0.754895,0.354257,0.347859,0.358017,0.342452
1,675,11.25,0.641862,0.187341,0.795623,0.754721,0.353724,0.345094,0.357259,0.340477
1,676,11.266667,0.639866,0.188141,0.794516,0.754547,0.353191,0.34233,0.356501,0.338501
1,677,11.283333,0.63787,0.18894,0.793408,0.754373,0.352658,0.339566,0.355743,0.336526
1,678,11.3,0.635874,0.18974,0.792301,0.754199,0.352125,0.336801,0.354984,0.334551
1,679,11.316667,0.633879,0.190539,0.791194,0.754025,0.351592,0.334037,0.354226,0.332575
1,680,11.333333,0.631883,0.191339,0.790086,0.753851,0.351059,0.331272,0.353468,0.3306
1,681,11.35,0.629887,0.192139,0.788979,0.753678,0.350526,0.328508,0.35271,0.328625
1,682,11.366667,0.627891,0.192938,0.787872,0.753504,0.349993,0.325743,0.351952,0.326649
1,683,11.383333,0.625896,0.193738,0.786764,0.75333,0.34946,0.322979,0.351193,0.324674
1,684,11.4,0.6239,0.194537,0.785657,0.753156,0.348927,0.320214,0.350435,0.322699
1,685,11.416667,0.621905,0.195337,0.78455,0.752982,0.348394,0.317449,0.349974,0.320902
1,686,11.433333,0.619909,0.196136,0.783442,0.752808,0.347861,0.314685,0.349514,0.319105
1,687,11.45,0.617914,0.196935,0.782335,0.752634,0.347328,0.31192,0.349053,0.317309
1,688,11.466667,0.615918,0.197735,0.781228,0.75246,0.346795,0.309155,0.348705,0.314613
1,689,11.483333,0.613923,0.198534,0.78012,0.752287,0.346262,0.30639,0.348357,0.311916
1,690,11.5,0.611928,0.199334,0.779013,0.752113,0.345729,0.303626,0.348123,0.309519
1,691,11.516667,0.609933,0.200133,0.777906,0.751939,0.345196,0.300861,0.34789,0.307122
1,692,11.533333,0.607937,0.200932,0.776799,0.751765,0.344663,0.298096,0.347656,0.304725
1,693,11.55,0.605942,0.201732,0.775692,0.751591,0.34413,0.295331,0.346847,0.299932
1,694,11.566667,0.603947,0.202531,0.774584,0.751417,0.343597,0.292566,0.346037,0.29514
1,695,11.583333,0.601952,0.20333,0.773477,0.751244,0.343064,0.289801,0.345227,0.290346
1,696,11.6,0.599957,0.204129,0.77237,0.75107,0.342531,0.287036,0.344418,0.285553
1,697,11.616667,0.597962,0.204929,0.771263,0.750896,0.341998,0.284271,0.343608,0.28076
1,698,11.633333,0.595967,0.205728,0.770156,0.750722,0.341464,0.281506,0.342798,0.275967
1,699,11.65,0.593972,0.206527,0.769048,0.750548,0.340931,0.278741,0.34217,0.273516
1,700,11.666667,0.591978,0.207326,0.767941,0.750374,0.340398,0.275976,0.341542,0.271066
1,701,11.683333,0.589983,0.208125,0.766834,0.750201,0.34021,0.273338,0.340913,0.268616
1,702,11.7,0.587988,0.208925,0.765727,0.750027,0.340022,0.270701,0.340285,0.266165
1,703,11.716667,0.585993,0.209724,0.76462,0.749853,0.339834,0.268064,0.339656,0.263715
1,704,11.733333,0.583999,0.210523,0.763513,0.749679,0.339645,0.265426,0.339028,0.261264
1,705,11.75,0.582004,0.211322,0.762406,0.749505,0.339457,0.262789,0.3384,0.258814
1,706,11.766667,0.58001,0.212121,0.761299,0.749331,0.339269,0.260151,0.337771,0.256363
1,707,11.783333,0.578015,0.21292,0.760192,0.749158,0.339081,0.257514,0.337143,0.253913
1,708,11.8,0.576021,0.213719,0.759085,0.748984,0.338892,0.254876,0.336514,0.251462
1,709,11.816667,0.574027,0.214518,0.757978,0.74881,0.338704,0.252238,0.335886,0.249011
1,710,11.833333,0.572032,0.215317,0.756871,0.748636,0.338516,0.249601,0.335694,0.248512
1,711,11.85,0.570038,0.216116,0.755764,0.748462,0.338328,0.246963,0.335503,0.248013
1,712,11.866667,0.568044,0.216915,0.754656,0.748289,0.338139,0.244325,0.335311,0.247515
1,713,11.883333,0.56605,0.217714,0.75355,0.748115,0.337951,0.241688,0.33512,0.247016
1,714,11.9,0.564056,0.218513,0.752443,0.747941,0.337763,0.23905,0.334928,0.246517
1,715,11.916667,0.562062,0.219312,0.751336,0.747767,0.337575,0.236412,0.334737,0.246018
1,716,11.933333,0.559987,0.220738,0.749872,0.74731,0.33753,0.236068,0.334545,0.245519
1,717,11.95,0.557912,0.222164,0.748409,0.746854,0.337486,0.235723,0.334354,0.24502
1,718,11.966667,0.555837,0.223591,0.746946,0.746397,0.337441,0.235379,0.334162,0.244521
1,719,11.983333,0.553763,0.225017,0.745483,0.74594,0.337397,0.235035,0.333971,0.244022
1,720,12.0,0.551688,0.226443,0.744019,0.745483,0.337352,0.23469,0.333779,0.243523
1,721,12.016667,0.549614,0.227869,0.742556,0.745026,0.337308,0.234346,0.333588,0.243024
1,722,12.033333,0.547539,0.229295,0.741093,0.74457,0.337263,0.234002,0.333396,0.242525
1,723,12.05,0.545465,0.230721,0.73963,0.744113,0.337219,0.233657,0.333205,0.242026
1,724,12.066667,0.54339,0.232148,0.738167,0.743656,0.337175,0.233313,0.333013,0.241527
1,725,12.083333,0.541316,0.233574,0.736704,0.743199,0.33713,0.232969,0.332822,0.241028
1,726,12.1,0.539242,0.235,0.735241,0.742742,0.337086,0.232624,0.33263,0.240529
1,727,12.116667,0.537168,0.236426,0.733778,0.742286,0.337041,0.23228,0.332439,0.24003
1,728,12.133333,0.535094,0.237851,0.732314,0.741829,0.336997,0.231936,0.332525,0.240287
1,729,12.15,0.53302,0.239277,0.730851,0.741372,0.336952,0.231591,0.332611,0.240543
1,730,12.166667,0.530946,0.240703,0.729388,0.740915,0.336908,0.231247,0.332698,0.2408
1,731,12.183333,0.528872,0.242129,0.727925,0.740459,0.336863,0.230903,0.332784,0.241057
1,732,12.2,0.526798,0.243555,0.726462,0.740002,0.336819,0.230558,0.33287,0.241314
1,733,12.216667,0.524724,0.24498,0.724999,0.739545,0.336774,0.230214,0.332956,0.24157
1,734,12.233333,0.52265,0.246406,0.723536,0.739088,0.33673,0.22987,0.333043,0.241827
1,735,12.25,0.520577,0.247832,0.722073,0.738632,0.336685,0.229525,0.333129,0.242083
1,736,12.266667,0.518503,0.249257,0.72061,0.738175,0.336641,0.229181,0.333215,0.24234
1,737,12.283333,0.51643,0.250683,0.719148,0.737718,0.336596,0.228837,0.333301,0.242597
1,738,12.3,0.514356,0.252108,0.717685,0.737262,0.336552,0.228492,0.333388,0.242853
1,739,12.316667,0.512283,0.253533,0.716222,0.736805,0.336507,0.228148,0.333474,0.24311
1,740,12.333333,0.510209,0.254959,0.714759,0.736348,0.336463,0.227804,0.33356,0.243367
1,741,12.35,0.508136,0.256384,0.713296,0.735892,0.336418,0.227459,0.333646,0.243623
1,742,12.366667,0.506063,0.257809,0.711833,0.735435,0.336374,0.227115,0.333733,0.24388
1,743,12.383333,0.50399,0.259235,0.710371,0.734978,0.336329,0.22677,0.333819,0.244137
1,744,12.4,0.501917,0.26066,0.708908,0.734522,0.336285,0.226426,0.333905,0.244393
1,745,12.416667,0.499844,0.262085,0.707445,0.734065,0.33624,0.226082,0.333991,0.24465
1,746,12.433333,0.497771,0.26351,0.705982,0.733608,0.336196,0.225737,0.334077,0.244907
1,747,12.45,0.495698,0.264935,0.704519,0.733152,0.336152,0.225393,0.334164,0.245163
1,748,12.466667,0.493625,0.26636,0.703057,0.732695,0.336107,0.225049,0.33425,0.24542
1,749,12.483333,0.491552,0.267785,0.701594,0.732238,0.336063,0.224704,0.334336,0.245677
1,750,12.5,0.489479,0.26921,0.700131,0.731782,0.336018,0.22436,0.334423,0.245933
1,751,12.516667,0.487406,0.270635,0.698669,0.731325,0.335974,0.224016,0.334509,0.24619
1,752,12.533333,0.485334,0.27206,0.697206,0.730868,0.335929,0.223671,0.334595,0.246446
1,753,12.55,0.483261,0.273485,0.695743,0.730412,0.335885,0.223327,0.334681,0.246703
1,754,12.566667,0.481189,0.27491,0.694281,0.729955,0.33584,0.222983,0.334767,0.24696
1,755,12.583333,0.479116,0.276335,0.692818,0.729499,0.335796,0.222638,0.334854,0.247216
1,756,12.6,0.477044,0.277759,0.691356,0.729042,0.335751,0.222294,0.33494,0.247473
1,757,12.616667,0.474972,0.279184,0.689893,0.728585,0.335707,0.22195,0.335026,0.24773
1,758,12.633333,0.472899,0.280609,0.68843,0.728129,0.335662,0.221605,0.335112,0.247986
1,759,12.65,0.470827,0.282033,0.686968,0.727672,0.335618,0.221261,0.335199,0.248243
1,760,12.666667,0.468755,0.283458,0.685506,0.727216,0.335573,0.220917,0.335285,0.2485
1,761,12.683333,0.466683,0.284882,0.684043,0.726759,0.335529,0.220572,0.335371,0.248756
1,762,12.7,0.464611,0.286307,0.682581,0.726302,0.335484,0.220228,0.335457,0.249013
1,763,12.716667,0.462602,0.288318,0.681018,0.725161,0.33544,0.220708,0.335544,0.24927
1,764,12.733333,0.460592,0.29033,0.679455,0.72402,0.335395,0.221188,0.33563,0.249526
1,765,12.75,0.458583,0.292341,0.677892,0.722879,0.33535,0.221668,0.335716,0.249783
1,766,12.766667,0.456573,0.294353,0.676329,0.721738,0.335305,0.222148,0.335802,0.25004
1,767,12.783333,0.454564,0.296364,0.674767,0.720597,0.335261,0.222628,0.335889,0.250296
1,768,12.8,0.452555,0.298375,0.673204,0.719456,0.335216,0.223108,0.335975,0.250553
1,769,12.816667,0.450546,0.300386,0.671641,0.718315,0.335171,0.223588,0.336061,0.25081
1,770,12.833333,0.448536,0.302398,0.670078,0.717174,0.335126,0.224068,0.336147,0.251066
1,771,12.85,0.446527,0.304408,0.668516,0.716033,0.335082,0.224548,0.336234,0.251323
1,772,12.866667,0.444518,0.30642,0.666953,0.714892,0.335037,0.225028,0.33632,0.25158
1,773,12.883333,0.44251,0.30843,0.66539,0.713751,0.334992,0.225508,0.336406,0.251836
1,774,12.9,0.440501,0.310441,0.663828,0.71261,0.334948,0.225987,0.336492,0.252093
1,775,12.916667,0.438492,0.312452,0.662265,0.711469,0.334903,0.226467,0.336579,0.252349
1,776,12.933333,0.436483,0.314463,0.660702,0.710328,0.334858,0.226947,0.336665,0.252606
1,777,12.95,0.434475,0.316474,0.65914,0.709187,0.334813,0.227427,0.336751,0.252863
1,778,12.966667,0.432466,0.318484,0.657577,0.708047,0.33467,0.226994,0.336837,0.253119
1,779,12.983333,0.430458,0.320495,0.656015,0.706906,0.334528,0.22656,0.336924,0.253376
1,780,13.0,0.428449,0.322505,0.654452,0.705765,0.334385,0.226126,0.33701,0.253633
1,781,13.016667,0.426441,0.324516,0.652889,0.704624,0.334242,0.225692,0.337096,0.253889
1,782,13.033333,0.424432,0.326526,0.651327,0.703483,0.334099,0.225259,0.337182,0.254146
1,783,13.05,0.422424,0.328536,0.649764,0.702342,0.333957,0.224825,0.337269,0.254403
1,784,13.066667,0.420416,0.330546,0.648202,0.701201,0.333814,0.224391,0.33704,0.254404
1,785,13.083333,0.418408,0.332557,0.646639,0.70006,0.333671,0.223958,0.336811,0.254404
1,786,13.1,0.4164,0.334567,0.645077,0.69892,0.333528,0.223524,0.336583,0.254405
1,787,13.116667,0.414392,0.336577,0.643514,0.697779,0.333385,0.22309,0.336354,0.254406
1,788,13.133333,0.412384,0.338587,0.641952,0.696638,0.333243,0.222657,0.336126,0.254407
1,789,13.15,0.410376,0.340596,0.640389,0.695497,0.3331,0.222223,0.335897,0.254408
1,790,13.166667,0.408368,0.342606,0.638827,0.694356,0.332957,0.221789,0.33498,0.253012
1,791,13.183333,0.40636,0.344616,0.637265,0.693216,0.332814,0.221355,0.334063,0.251617
1,792,13.2,0.404353,0.346626,0.635702,0.692075,0.332672,0.220922,0.333146,0.250221
1,793,13.216667,0.402345,0.348635,0.63414,0.690934,0.332529,0.220488,0.332228,0.248826
1,794,13.233333,0.400338,0.350645,0.632577,0.689793,0.332386,0.220054,0.331311,0.24743
1,795,13.25,0.39833,0.352654,0.631015,0.688652,0.332243,0.219621,0.330394,0.246035
1,796,13.266667,0.396323,0.354664,0.629453,0.687512,0.3321,0.219187,0.329477,0.244639
1,797,13.283333,0.394315,0.356673,0.62789,0.686371,0.331958,0.218753,0.32856,0.243244
1,798,13.3,0.392308,0.358682,0.626328,0.68523,0.331815,0.218319,0.327642,0.241848
1,799,13.316667,0.390301,0.360692,0.624766,0.68409,0.331672,0.217886,0.327293,0.238551
1,800,13.333333,0.388294,0.362701,0.623203,0.682949,0.331529,0.217452,0.326943,0.235255
1,801,13.35,0.386287,0.36471,0.621641,0.681808,0.331387,0.217018,0.326593,0.231958
1,802,13.366667,0.38428,0.366719,0.620079,0.680668,0.331244,0.216585,0.326244,0.228661
1,803,13.383333,0.382273,0.368728,0.618516,0.679527,0.331101,0.216151,0.325894,0.225364
1,804,13.4,0.380266,0.370737,0.616954,0.678386,0.330958,0.215717,0.325544,0.222067
1,805,13.416667,0.378259,0.372746,0.615392,0.677246,0.330816,0.215283,0.325675,0.218828
1,806,13.433333,0.376252,0.374754,0.61383,0.676105,0.330673,0.21485,0.325805,0.215589
1,807,13.45,0.374029,0.375463,0.612054,0.674835,0.330583,0.214694,0.325936,0.21235
1,808,13.466667,0.371806,0.376172,0.610278,0.673566,0.330493,0.214538,0.326066,0.209111
1,809,13.483333,0.369583,0.376881,0.608503,0.672296,0.330403,0.214381,0.326196,0.205872
