,,,Home,,Home,,Home,,,
,,,0,,1,,2,,,
Period,Frame,Time [s],Player0,,Player1,,Player2,,Ball,
1,323,5.383333,0.918538,0.501246,0.806352,0.612812,0.617895,0.57767,0.849142,0.590099
1,324,5.4,0.917699,0.501405,0.806544,0.613711,0.618168,0.577775,0.846749,0.592418
1,325,5.416667,0.91686,0.501564,0.806736,0.61461,0.618441,0.577881,0.844357,0.594737
1,326,5.433333,0.916021,0.501722,0.806927,0.615509,0.618714,0.577986,0.841965,0.597056
1,327,5.45,0.915182,0.501881,0.807119,0.616408,0.618987,0.578091,0.839572,0.599375
1,328,5.466667,0.914343,0.50204,0.807311,0.617307,0.619259,0.578196,0.83718,0.601694
1,329,5.483333,0.913504,0.502199,0.807503,0.618206,0.619532,0.578301,0.834788,0.604013
1,330,5.5,0.912665,0.502358,0.807694,0.619106,0.619805,0.578406,0.832396,0.606331
1,331,5.516667,0.911826,0.502517,0.807886,0.620005,0.620078,0.578511,0.830004,0.60865
1,332,5.533333,0.910987,0.502675,0.808078,0.620904,0.620351,0.578616,0.827612,0.610968
1,333,5.55,0.910148,0.502834,0.808269,0.621803,0.620624,0.578722,0.825376,0.613222
1,334,5.566667,0.909309,0.502993,0.808461,0.622702,0.620897,0.578827,0.823141,0.615476
1,335,5.583333,0.908471,0.503152,0.808653,0.623601,0.62117,0.578932,0.820905,0.61773
1,336,5.6,0.907631,0.503311,0.808844,0.624501,0.621443,0.579037,0.818669,0.619983
1,337,5.616667,0.906793,0.50347,0.809036,0.6254,0.621716,0.579142,0.817829,0.622384
1,338,5.633333,0.905954,0.503628,0.808693,0.62675,0.621989,0.579247,0.816989,0.624784
1,339,5.65,0.905115,0.503787,0.80835,0.6281,0.622262,0.579352,0.816149,0.627185
1,340,5.666667,0.904276,0.503946,0.808006,0.629449,0.622534,0.579458,0.815309,0.629585
1,341,5.683333,0.903437,0.504105,0.807663,0.630799,0.622807,0.579563,0.81447,0.631985
1,342,5.7,0.902598,0.504264,0.80732,0.632149,0.62308,0.579668,0.81363,0.634386
1,343,5.716667,0.901759,0.504422,0.806976,0.633499,0.623353,0.579773,0.81279,0.636786
1,344,5.733333,0.90092,0.504581,0.806633,0.634849,0.623626,0.579878,0.81195,0.639186
1,345,5.75,0.899935,0.503812,0.80629,0.636199,0.623899,0.579983,0.81111,0.641586
1,346,5.766667,0.898951,0.503043,0.805946,0.637549,0.624172,0.580089,0.810698,0.643026
1,347,5.783333,0.897966,0.502273,0.805603,0.638898,0.624445,0.580194,0.810286,0.644466
1,348,5.8,0.896981,0.501504,0.80526,0.640248,0.624718,0.580299,0.809874,0.645906
1,349,5.816667,0.895997,0.500734,0.804917,0.641598,0.624991,0.580404,0.809462,0.647346
1,350,5.833333,0.895012,0.499965,0.804573,0.642948,0.625264,0.580509,0.80905,0.648785
1,351,5.85,0.894027,0.499196,0.80423,0.644297,0.625537,0.580614,0.808658,0.650071
1,352,5.866667,0.893043,0.498426,0.803887,0.645647,0.62581,0.580719,0.808265,0.651356
1,353,5.883333,0.892058,0.497657,0.803544,0.646997,0.626082,0.580825,0.807873,0.652642
1,354,5.9,0.891073,0.496888,0.80312,0.648849,0.62685,0.580083,0.80748,0.653927
1,355,5.916667,0.890089,0.496118,0.802696,0.650702,0.627617,0.579341,0.807088,0.655213
1,356,5.933333,0.889104,0.495349,0.802272,0.652554,0.628384,0.578599,0.806695,0.656498
1,357,5.95,0.888119,0.49458,0.801848,0.654406,0.629151,0.577857,0.806303,0.657784
1,358,5.966667,0.887135,0.49381,0.801424,0.656259,0.629918,0.577114,0.805339,0.657426
1,359,5.983333,0.88615,0.493041,0.801,0.658111,0.630685,0.576372,0.804376,0.657068
1,360,6.0,0.885166,0.492272,0.800577,0.659963,0.631452,0.57563,0.803412,0.65671
1,361,6.016667,0.884181,0.491502,0.800153,0.661816,0.632219,0.574888,0.802448,0.656352
1,362,6.033333,0.883196,0.490733,0.799729,0.663668,0.632986,0.574146,0.801485,0.655994
1,363,6.05,0.882212,0.489964,0.799305,0.66552,0.633753,0.573404,0.800111,0.659294
1,364,6.066667,0.881227,0.489195,0.798881,0.667372,0.63452,0.572662,0.798736,0.662594
1,365,6.083333,0.880243,0.488425,0.798457,0.669224,0.635288,0.57192,0.797362,0.665894
1,366,6.1,0.879068,0.486294,0.798033,0.671076,0.636055,0.571178,0.795988,0.669193
1,367,6.116667,0.877893,0.484162,0.79761,0.672928,0.636822,0.570436,0.794614,0.672493
1,368,6.133333,0.876718,0.482031,0.797186,0.67478,0.637589,0.569694,0.79324,0.675792
1,369,6.15,0.875544,0.479899,0.796762,0.676632,0.638356,0.568951,0.792727,0.67939
1,370,6.166667,0.874369,0.477767,0.796338,0.678484,0.639124,0.568209,0.792213,0.682987
1,371,6.183333,0.873194,0.475636,0.795914,0.680336,0.640091,0.566197,0.791699,0.686584
1,372,6.2,0.87202,0.473504,0.795491,0.682188,0.641059,0.564185,0.791186,0.690182
1,373,6.216667,0.870845,0.471373,0.795067,0.68404,0.642027,0.562173,0.791,0.69247
1,374,6.233333,0.86967,0.469241,0.794643,0.685892,0.642995,0.560161,0.790813,0.694759
1,375,6.25,0.868496,0.467109,0.794219,0.687744,0.643963,0.558149,0.790627,0.697048
1,376,6.266667,0.867321,0.464978,0.793796,0.689595,0.644931,0.556137,0.790441,0.699337
1,377,6.283333,0.866146,0.462846,0.793372,0.691447,0.645899,0.554125,0.790255,0.701625
1,378,6.3,0.864972,0.460715,0.792948,0.693299,0.646867,0.552113,0.790069,0.703914
1,379,6.316667,0.863797,0.458583,0.792524,0.695151,0.647835,0.5501,0.789883,0.706203
1,380,6.333333,0.862622,0.456451,0.792101,0.697002,0.648804,0.548088,0.789697,0.708491
1,381,6.35,0.861447,0.45432,0.791677,0.698854,0.649772,0.546076,0.789511,0.71078
1,382,6.366667,0.860273,0.452188,0.791253,0.700706,0.65074,0.544064,0.789324,0.713068
1,383,6.383333,0.859098,0.450057,0.79083,0.702557,0.651708,0.542051,0.789138,0.715357
1,384,6.4,0.857923,0.447925,0.790406,0.704409,0.652676,0.540039,0.788702,0.716992
1,385,6.416667,0.856749,0.445793,0.789982,0.70626,0.653644,0.538026,0.788265,0.718627
1,386,6.433333,0.855574,0.443662,0.789558,0.708112,0.654613,0.536013,0.787828,0.720262
1,387,6.45,0.854399,0.44153,0.789135,0.709963,0.655581,0.534001,0.787392,0.721897
1,388,6.466667,0.853224,0.439398,0.788606,0.709964,0.656645,0.53238,0.786955,0.723532
1,389,6.483333,0.85205,0.437267,0.788076,0.709965,0.657708,0.530758,0.786518,0.725167
1,390,6.5,0.850875,0.435135,0.787547,0.709966,0.658772,0.529136,0.786082,0.726802
1,391,6.516667,0.8497,0.433003,0.787018,0.709966,0.659836,0.527515,0.785645,0.728437
1,392,6.533333,0.848526,0.430872,0.786489,0.709967,0.6609,0.525894,0.785208,0.730072
1,393,6.55,0.847161,0.428966,0.78596,0.709968,0.661963,0.524272,0.784772,0.731706
1,394,6.566667,0.845796,0.427061,0.785431,0.709969,0.663027,0.52265,0.784335,0.733341
1,395,6.583333,0.844431,0.425155,0.784902,0.70997,0.664091,0.521029,0.783646,0.731288
1,396,6.6,0.843066,0.42325,0.784372,0.709971,0.665155,0.519407,0.782957,0.729234
1,397,6.616667,0.841701,0.421344,0.783843,0.709972,0.666219,0.517785,0.782267,0.727181
1,398,6.633333,0.840336,0.419438,0.783314,0.709972,0.667283,0.516163,0.781578,0.725128
1,399,6.65,0.838971,0.417533,0.782785,0.709973,0.668347,0.514542,0.780889,0.723074
1,400,6.666667,0.837606,0.415627,0.782256,0.709974,0.669411,0.51292,0.7802,0.721021
1,401,6.683333,0.836241,0.413722,0.782346,0.709974,0.670475,0.511298,0.77951,0.718967
1,402,6.7,0.834876,0.411816,0.782435,0.709974,0.671539,0.509676,0.777902,0.713576
1,403,6.716667,0.833511,0.409911,0.782525,0.709974,0.672603,0.508054,0.776293,0.708186
1,404,6.733333,0.832146,0.408005,0.782615,0.709973,0.673667,0.506432,0.774684,0.702795
1,405,6.75,0.830781,0.4061,0.782704,0.709973,0.674731,0.50481,0.773303,0.694706
1,406,6.766667,0.829416,0.404194,0.782794,0.709973,0.675795,0.503188,0.771922,0.686618
1,407,6.783333,0.828052,0.402289,0.782884,0.709973,0.676859,0.501566,0.773294,0.681221
1,408,6.8,0.826686,0.400383,0.782974,0.709973,0.677589,0.50089,0.773523,0.680622
1,409,6.816667,0.825322,0.398478,0.783063,0.709973,0.678319,0.500213,0.773751,0.680022
1,410,6.833333,0.823957,0.396572,0.783153,0.709973,0.679049,0.499536,0.77398,0.679422
1,411,6.85,0.822592,0.394667,0.783243,0.709972,0.679779,0.49886,0.774325,0.68122
1,412,6.866667,0.821227,0.392761,0.783332,0.709972,0.680509,0.498183,0.774671,0.683017
1,413,6.883333,0.819862,0.390856,0.783422,0.709972,0.681239,0.497506,0.775245,0.684514
1,414,6.9,0.818497,0.38895,0.783512,0.709972,0.681968,0.49683,0.775819,0.686012
1,415,6.916667,0.817132,0.387045,0.783602,0.709972,0.682698,0.496153,0.776393,0.687509
1,416,6.933333,0.815767,0.38514,0.783691,0.709972,0.683428,0.495476,0.776968,0.689007
1,417,6.95,0.814402,0.383234,0.783781,0.709972,0.684158,0.4948,0.777542,0.690504
1,418,6.966667,0.813038,0.381329,0.783871,0.709971,0.684888,0.494123,0.778116,0.692001
1,419,6.983333,0.811673,0.379423,0.783961,0.709971,0.685618,0.493446,0.779198,0.693284
1,420,7.0,0.810308,0.377518,0.78405,0.709971,0.686348,0.49277,0.78028,0.694566
1,421,7.016667,0.808943,0.375612,0.78414,0.709971,0.687078,0.492093,0.781362,0.695849
1,422,7.033333,0.807578,0.373707,0.78423,0.709971,0.687808,0.491416,0.782444,0.697131
1,423,7.05,0.806213,0.371801,0.784319,0.709971,0.688538,0.49074,0.783526,0.698414
1,424,7.066667,0.804848,0.369896,0.784722,0.709839,0.688821,0.490315,0.784607,0.699696
1,425,7.083333,0.803483,0.36799,0.785125,0.709706,0.689104,0.489891,0.785689,0.700979
1,426,7.1,0.802119,0.366085,0.785527,0.709574,0.689387,0.489467,0.786301,0.701178
1,427,7.116667,0.800754,0.36418,0.78593,0.709442,0.689669,0.489043,0.786912,0.701377
1,428,7.133333,0.799389,0.362274,0.786332,0.70931,0.689952,0.488619,0.787524,0.701575
1,429,7.15,0.798024,0.360369,0.786735,0.709178,0.690235,0.488194,0.788136,0.701774
1,430,7.166667,0.796659,0.358463,0.787137,0.709045,0.690518,0.48777,0.788747,0.701973
1,431,7.183333,0.795294,0.356558,0.78754,0.708913,0.6908,0.487346,0.789359,0.702172
1,432,7.2,0.793929,0.354652,0.787943,0.708781,0.691083,0.486922,0.789971,0.70237
1,433,7.216667,0.792565,0.352747,0.788345,0.708649,0.691366,0.486498,0.790582,0.702569
1,434,7.233333,0.7912,0.350842,0.788748,0.708517,0.691649,0.486074,0.791194,0.702768
1,435,7.25,0.789835,0.348936,0.789151,0.708384,0.691931,0.485649,0.791319,0.702931
1,436,7.266667,0.78847,0.347031,0.789553,0.708252,0.692214,0.485225,0.791444,0.703095
1,437,7.283333,0.787105,0.345126,0.789956,0.70812,0.692497,0.484801,0.791569,0.703258
1,438,7.3,0.78574,0.34322,0.790358,0.707988,0.69278,0.484377,0.791695,0.703421
1,439,7.316667,0.784376,0.341315,0.790761,0.707856,0.693063,0.483953,0.79182,0.703584
1,440,7.333333,0.783011,0.339409,0.791163,0.707724,0.693345,0.483529,0.791945,0.703748
1,441,7.35,0.781646,0.337504,0.791566,0.707591,0.692989,0.485629,0.79207,0.703911
1,442,7.366667,0.780281,0.335599,0.791969,0.707459,0.692633,0.487729,0.792195,0.704074
1,443,7.383333,0.778864,0.333301,0.792371,0.707327,0.692277,0.48983,0.792321,0.704237
1,444,7.4,0.777447,0.331003,0.792774,0.707195,0.691921,0.49193,0.792446,0.704401
1,445,7.416667,0.77603,0.328706,0.793177,0.707063,0.691564,0.49403,0.792571,0.704564
1,446,7.433333,0.774613,0.326408,0.793579,0.70693,0.691208,0.496131,0.792813,0.703929
1,447,7.45,0.773195,0.324111,0.793982,0.706798,0.690852,0.498231,0.793056,0.703294
1,448,7.466667,0.771778,0.321813,0.794384,0.706666,0.690496,0.500331,0.793298,0.702659
1,449,7.483333,0.770361,0.319515,0.794787,0.706534,0.69014,0.502431,0.793541,0.702024
1,450,7.5,0.768944,0.317218,0.79519,0.706402,0.689784,0.504531,0.793783,0.701389
1,451,7.516667,0.767527,0.31492,0.795592,0.706269,0.689427,0.506631,0.794025,0.700754
1,452,7.533333,0.76611,0.312623,0.795995,0.706137,0.689071,0.508731,0.794268,0.700119
1,453,7.55,0.764693,0.310325,0.796398,0.706005,0.688715,0.510831,0.79451,0.699484
1,454,7.566667,0.763276,0.308027,0.7968,0.705873,0.688359,0.512931,0.794753,0.698849
1,455,7.583333,0.761859,0.30573,0.797203,0.70574,0.688003,0.515031,0.794995,0.698214
1,456,7.6,0.760441,0.303432,0.797606,0.705608,0.687647,0.517131,0.795237,0.697579
1,457,7.616667,0.759024,0.301134,0.798008,0.705476,0.687291,0.519231,0.79548,0.696944
1,458,7.633333,0.757607,0.298837,0.798411,0.705344,0.686935,0.521331,0.795722,0.696309
1,459,7.65,0.75619,0.296539,0.798813,0.705212,0.686579,0.523431,0.795965,0.695674
1,460,7.666667,0.754773,0.294242,0.799216,0.705079,0.686222,0.52553,0.796207,0.695039
1,461,7.683333,0.753927,0.292934,0.799619,0.704947,0.685866,0.52763,0.79645,0.694404
1,462,7.7,0.753081,0.291627,0.800021,0.704815,0.68551,0.52973,0.796692,0.693769
1,463,7.716667,0.752235,0.290319,0.800424,0.704683,0.685154,0.531829,0.79683,0.694847
1,464,7.733333,0.751389,0.289011,0.800827,0.704551,0.684798,0.533929,0.796969,0.695926
1,465,7.75,0.750543,0.287704,0.800843,0.704592,0.683898,0.536405,0.797107,0.697005
1,466,7.766667,0.749697,0.286396,0.800859,0.704634,0.682998,0.53888,0.797245,0.698083
1,467,7.783333,0.748851,0.285089,0.800875,0.704676,0.682098,0.541356,0.797383,0.699162
1,468,7.8,0.748005,0.283781,0.800891,0.704718,0.681198,0.543831,0.797336,0.699286
1,469,7.816667,0.747159,0.282473,0.800907,0.70476,0.680298,0.546307,0.797289,0.69941
1,470,7.833333,0.746313,0.281166,0.800923,0.704801,0.679398,0.548782,0.797241,0.699534
1,471,7.85,0.745466,0.279858,0.800939,0.704843,0.678499,0.551258,0.797194,0.699658
1,472,7.866667,0.74462,0.278551,0.800955,0.704885,0.677599,0.553733,0.797146,0.699782
1,473,7.883333,0.743774,0.277243,0.800971,0.704927,0.676699,0.556208,0.797099,0.699906
1,474,7.9,0.742928,0.275936,0.800987,0.704969,0.675799,0.558683,0.797052,0.700031
1,475,7.916667,0.742082,0.274628,0.801003,0.70501,0.674899,0.561158,0.797004,0.700155
1,476,7.933333,0.741236,0.27332,0.801019,0.705052,0.673999,0.563633,0.796957,0.700279
1,477,7.95,0.74039,0.272013,0.801035,0.705094,0.6731,0.566108,0.79691,0.700403
1,478,7.966667,0.739544,0.270705,0.801051,0.705136,0.6722,0.568583,0.796862,0.700527
1,479,7.983333,0.738698,0.269398,0.801067,0.705178,0.6713,0.571058,0.796815,0.700651
1,480,8.0,0.737852,0.26809,0.801083,0.705219,0.670401,0.573533,0.796767,0.700775
1,481,8.016667,0.737006,0.266783,0.801099,0.705261,0.668977,0.575334,0.79672,0.700899
1,482,8.033333,0.73616,0.265475,0.801115,0.705303,0.667553,0.577136,0.796673,0.701023
1,483,8.05,0.735736,0.264368,0.801131,0.705345,0.666129,0.578937,0.796625,0.701147
1,484,8.066667,0.735311,0.26326,0.801147,0.705386,0.664705,0.580739,0.796578,0.701271
1,485,8.083333,0.734886,0.262152,0.801163,0.705428,0.663282,0.58254,0.796531,0.701395
1,486,8.1,0.734462,0.261045,0.801179,0.70547,0.661858,0.584341,0.796483,0.70152
1,487,8.116667,0.734037,0.259937,0.801195,0.705512,0.660434,0.586143,0.796436,0.701644
1,488,8.133333,0.733613,0.25883,0.801211,0.705554,0.659011,0.587944,0.796389,0.701768
1,489,8.15,0.733188,0.257722,0.801227,0.705595,0.657587,0.589745,0.796341,0.701892
1,490,8.166667,0.732763,0.256615,0.801243,0.705637,0.656164,0.591546,0.796294,0.702016
1,491,8.183333,0.732339,0.255507,0.801259,0.705679,0.65474,0.593347,0.796246,0.70214
1,492,8.2,0.731914,0.2544,0.801275,0.705721,0.653317,0.595148,0.796199,0.702264
1,493,8.216667,0.731489,0.253292,0.801292,0.705763,0.651893,0.596949,0.796152,0.702388
1,494,8.233333,0.731065,0.252185,0.801307,0.705804,0.65047,0.59875,0.796104,0.702512
1,495,8.25,0.73064,0.251077,0.801324,0.705846,0.649047,0.600551,0.796057,0.702636
1,496,8.266667,0.731011,0.250798,0.80134,0.705888,0.647624,0.602352,0.79601,0.70276
1,497,8.283333,0.731381,0.25052,0.801356,0.70593,0.6462,0.604153,0.796009,0.70227
1,498,8.3,0.731752,0.250241,0.801372,0.705972,0.644777,0.605954,0.796009,0.70178
1,499,8.316667,0.732122,0.249962,0.801388,0.706013,0.643354,0.607754,0.796009,0.701289
1,500,8.333333,0.732493,0.249683,0.801404,0.706055,0.641931,0.609555,0.796008,0.700799
1,501,8.35,0.732863,0.249405,0.80142,0.706097,0.640508,0.611356,0.796008,0.700308
1,502,8.366667,0.733234,0.249126,0.801436,0.706139,0.639084,0.613156,0.796008,0.699818
1,503,8.383333,0.733604,0.248847,0.801452,0.70618,0.637661,0.614957,0.796007,0.699328
1,504,8.4,0.733975,0.248568,0.801468,0.706222,0.636238,0.616757,0.796007,0.698837
1,505,8.416667,0.734345,0.24829,0.801484,0.706264,0.634816,0.618558,0.796007,0.698347
1,506,8.433333,0.734716,0.248011,0.8015,0.706306,0.633393,0.620358,0.796007,0.697856
1,507,8.45,0.735086,0.247732,0.801516,0.706348,0.63197,0.622158,0.796006,0.697366
1,508,8.466667,0.735457,0.247453,0.801462,0.705518,0.630081,0.622971,0.797229,0.696964
1,509,8.483333,0.736127,0.247451,0.801409,0.704688,0.628193,0.623784,0.798452,0.696563
1,510,8.5,0.736798,0.247448,0.801356,0.703858,0.626305,0.624596,0.799675,0.696161
1,511,8.516667,0.737468,0.247446,0.801302,0.703028,0.624416,0.625409,0.800898,0.69576
1,512,8.533333,0.738138,0.247443,0.801249,0.702199,0.622528,0.626221,0.802121,0.695358
1,513,8.55,0.738809,0.24744,0.801195,0.701369,0.62064,0.627034,0.803344,0.694956
1,514,8.566667,0.739479,0.247438,0.801142,0.700539,0.618752,0.627847,0.804567,0.694555
1,515,8.583333,0.74015,0.247435,0.801088,0.699709,0.616864,0.628659,0.805789,0.694153
1,516,8.6,0.74082,0.247432,0.801035,0.698879,0.614976,0.629472,0.807012,0.693752
1,517,8.616667,0.741491,0.24743,0.800981,0.69805,0.613088,0.630284,0.807873,0.6942
1,518,8.633333,0.742161,0.247427,0.800928,0.69722,0.6112,0.631097,0.808733,0.694648
1,519,8.65,0.742832,0.247425,0.800875,0.69639,0.609312,0.631909,0.809594,0.695096
1,520,8.666667,0.743502,0.247422,0.800821,0.69556,0.607425,0.632721,0.810454,0.695544
1,521,8.683333,0.744172,0.247419,0.800768,0.69473,0.605537,0.633534,0.811141,0.693745
1,522,8.7,0.744843,0.247417,0.800714,0.6939,0.603649,0.634346,0.811141,0.693745
1,523,8.716667,0.745513,0.247414,0.800661,0.69307,0.601761,0.635159,0.809764,0.691949
