,,,Away,,Away,,Away,,,
,,,0,,1,,2,,,
Period,Frame,Time [s],Player0,,Player1,,Player2,,Ball,
1,547,9.116667,0.716655,0.397054,0.779144,0.686606,0.603765,0.588964,nan,nan
1,548,9.133333,0.717425,0.395827,0.7788,0.686336,0.601908,0.589919,nan,nan
1,549,9.15,0.718194,0.3946,0.778456,0.686067,0.60005,0.590875,nan,nan
1,550,9.166667,0.718964,0.393373,0.778112,0.685798,0.598193,0.591831,nan,nan
1,551,9.183333,0.719734,0.392146,0.777768,0.685529,0.596336,0.592786,nan,nan
1,552,9.2,0.720503,0.390919,0.777424,0.68526,0.594478,0.593742,nan,nan
1,553,9.216667,0.721273,0.389692,0.77708,0.684991,0.592621,0.594697,nan,nan
1,554,9.233333,0.722043,0.388465,0.776736,0.684722,0.590764,0.595653,nan,nan
1,555,9.25,0.722812,0.387238,0.776391,0.684452,0.588907,0.596608,nan,nan
1,556,9.266667,0.723582,0.386011,0.776047,0.684183,0.58705,0.597564,nan,nan
1,557,9.283333,0.724352,0.384784,0.775703,0.683914,0.585193,0.598519,nan,nan
1,558,9.3,0.725121,0.383557,0.775359,0.683645,0.583336,0.599475,nan,nan
1,559,9.316667,0.725891,0.38233,0.775015,0.683376,0.581479,0.60043,nan,nan
1,560,9.333333,0.726661,0.381103,0.774671,0.683107,0.579622,0.601386,nan,nan
1,561,9.35,0.72743,0.379876,0.774327,0.682838,0.577765,0.602341,nan,nan
1,562,9.366667,0.7282,0.378648,0.773982,0.682569,0.575908,0.603296,nan,nan
1,563,9.383333,0.72897,0.377421,0.773638,0.682299,0.574051,0.604252,nan,nan
1,564,9.4,0.72974,0.376194,0.773294,0.68203,0.572195,0.605207,nan,nan
1,565,9.416667,0.73051,0.374967,0.77295,0.681761,0.57041,0.60557,nan,nan
1,566,9.433333,0.731279,0.37374,0.772606,0.681492,0.568625,0.605934,nan,nan
1,567,9.45,0.732049,0.372512,0.772262,0.681223,0.56684,0.606297,nan,nan
1,568,9.466667,0.732819,0.371285,0.77166,0.680924,0.565056,0.60666,nan,nan
1,569,9.483333,0.733589,0.370058,0.771058,0.680626,0.563271,0.607023,nan,nan
1,570,9.5,0.734359,0.36883,0.770456,0.680327,0.561487,0.607386,nan,nan
1,571,9.516667,0.735128,0.367603,0.769854,0.680028,0.559702,0.607749,nan,nan
1,572,9.533333,0.735898,0.366376,0.769251,0.67973,0.557917,0.608112,nan,nan
1,573,9.55,0.73626,0.366043,0.768649,0.679431,0.556133,0.608475,nan,nan
1,574,9.566667,0.736622,0.36571,0.768047,0.679132,0.554349,0.608839,nan,nan
1,575,9.583333,0.736984,0.365377,0.767445,0.678834,0.552564,0.609202,nan,nan
1,576,9.6,0.737346,0.365044,0.766843,0.678535,0.55078,0.609565,nan,nan
1,577,9.616667,0.737708,0.364711,0.766241,0.678237,0.548995,0.609928,nan,nan
1,578,9.633333,0.73807,0.364378,0.765639,0.677938,0.547211,0.610291,nan,nan
1,579,9.65,0.738432,0.364045,0.765037,0.677639,0.545427,0.610654,nan,nan
1,580,9.666667,0.738794,0.363712,0.764435,0.677341,0.543596,0.610059,nan,nan
1,581,9.683333,0.739156,0.363379,0.763833,0.677042,0.541764,0.609464,nan,nan
1,582,9.7,0.739518,0.363046,0.763231,0.676743,0.539933,0.608869,nan,nan
1,583,9.716667,0.73988,0.362713,0.762629,0.676445,0.538102,0.608273,nan,nan
1,584,9.733333,0.740242,0.36238,0.762027,0.676146,0.536271,0.607678,nan,nan
1,585,9.75,0.740604,0.362047,0.761425,0.675848,0.534439,0.607083,nan,nan
1,586,9.766667,0.740966,0.361714,0.760823,0.675549,0.532608,0.606488,nan,nan
1,587,9.783333,0.741328,0.36138,0.760221,0.67525,0.530777,0.605893,nan,nan
1,588,9.8,0.74169,0.361047,0.759619,0.674952,0.528946,0.605298,nan,nan
1,589,9.816667,0.742052,0.360714,0.759016,0.674653,0.527115,0.604703,nan,nan
1,590,9.833333,0.742414,0.360381,0.758414,0.674355,0.525284,0.604108,nan,nan
1,591,9.85,0.742776,0.360048,0.757812,0.674056,0.523453,0.603513,nan,nan
1,592,9.866667,0.742707,0.359688,0.756969,0.673715,0.521409,0.602662,nan,nan
1,593,9.883333,0.742638,0.359328,0.756125,0.673374,0.519365,0.60181,nan,nan
1,594,9.9,0.742569,0.358968,0.755282,0.673033,0.517321,0.600959,nan,nan
1,595,9.916667,0.7425,0.358608,0.754438,0.672692,0.515278,0.600108,nan,nan
1,596,9.933333,0.742431,0.358248,0.753594,0.672351,0.513234,0.599257,nan,nan
1,597,9.95,0.742362,0.357888,0.752751,0.67201,0.51119,0.598406,nan,nan
1,598,9.966667,0.742292,0.357528,0.751907,0.671669,0.509147,0.597554,nan,nan
1,599,9.983333,0.742223,0.357168,0.751064,0.671328,0.507103,0.596703,nan,nan
1,600,10.0,0.742154,0.356808,0.75022,0.670987,0.505059,0.595852,nan,nan
1,601,10.016667,0.742085,0.356448,0.749377,0.670646,0.503016,0.595001,nan,nan
1,602,10.033333,0.742016,0.356088,0.748533,0.670305,0.500972,0.59415,nan,nan
1,603,10.05,0.741947,0.355728,0.74769,0.669964,0.498929,0.593299,nan,nan
1,604,10.066667,0.741878,0.355368,0.746846,0.669623,0.496886,0.592448,nan,nan
1,605,10.083333,0.741809,0.355008,0.746003,0.669282,0.494842,0.591597,nan,nan
1,606,10.1,0.741739,0.354648,0.745159,0.668941,0.492799,0.590746,nan,nan
1,607,10.116667,0.74167,0.354288,0.744315,0.6686,0.490755,0.589895,nan,nan
1,608,10.133333,0.741601,0.353928,0.743472,0.668259,0.488712,0.589044,nan,nan
1,609,10.15,0.741532,0.353568,0.742628,0.667918,0.486669,0.588193,nan,nan
1,610,10.166667,0.741463,0.353208,0.741785,0.667577,0.484626,0.587342,nan,nan
1,611,10.183333,0.741394,0.352847,0.740941,0.667236,0.482582,0.58649,nan,nan
1,612,10.2,0.740768,0.352768,0.740098,0.666895,0.480539,0.58564,nan,nan
1,613,10.216667,0.740142,0.352688,0.739254,0.666554,0.478707,0.583933,nan,nan
1,614,10.233333,0.739516,0.352608,0.738411,0.666213,0.476875,0.582226,nan,nan
1,615,10.25,0.738891,0.352528,0.737567,0.665872,0.475043,0.580519,nan,nan
1,616,10.266667,0.738265,0.352448,0.736724,0.665532,0.47321,0.578812,nan,nan
1,617,10.283333,0.737639,0.352369,0.735881,0.665191,0.471378,0.577105,nan,nan
1,618,10.3,0.737013,0.352289,0.735037,0.66485,0.469546,0.575398,nan,nan
1,619,10.316667,0.736387,0.352209,0.734194,0.664509,0.467714,0.573691,nan,nan
1,620,10.333333,0.735762,0.352129,0.73335,0.664168,0.465882,0.571985,nan,nan
1,621,10.35,0.735136,0.35205,0.732507,0.663827,0.46405,0.570278,nan,nan
1,622,10.366667,0.73451,0.35197,0.731663,0.663486,0.462218,0.568571,nan,nan
1,623,10.383333,0.733884,0.35189,0.73082,0.663145,0.460386,0.566864,nan,nan
1,624,10.4,0.733258,0.35181,0.729977,0.662804,0.458554,0.565157,nan,nan
1,625,10.416667,0.732633,0.351731,0.729133,0.662463,0.456722,0.563451,nan,nan
1,626,10.433333,0.732007,0.351651,0.72829,0.662122,0.45489,0.561744,nan,nan
1,627,10.45,0.731381,0.351571,0.727446,0.661781,0.453058,0.560037,nan,nan
1,628,10.466667,0.730755,0.351491,0.726603,0.66144,0.451226,0.558331,nan,nan
1,629,10.483333,0.730129,0.351412,0.725759,0.661099,0.449394,0.556624,nan,nan
1,630,10.5,0.729504,0.351332,0.724916,0.660758,0.447562,0.554917,nan,nan
1,631,10.516667,0.728878,0.351252,0.724073,0.660418,0.44573,0.553211,nan,nan
1,632,10.533333,0.728252,0.351172,0.723229,0.660077,0.443898,0.551504,nan,nan
1,633,10.55,0.727626,0.351092,0.722386,0.659736,0.442066,0.549797,nan,nan
1,634,10.566667,0.7263,0.351339,0.72117,0.659519,0.440331,0.546833,nan,nan
1,635,10.583333,0.724975,0.351585,0.719954,0.659302,0.438597,0.543869,nan,nan
1,636,10.6,0.723649,0.351831,0.718738,0.659085,0.436862,0.540905,nan,nan
1,637,10.616667,0.722323,0.352077,0.717522,0.658868,0.435128,0.537941,nan,nan
1,638,10.633333,0.720997,0.352323,0.716306,0.658651,0.433393,0.534977,nan,nan
1,639,10.65,0.719671,0.352569,0.71509,0.658434,0.431658,0.532013,nan,nan
1,640,10.666667,0.718345,0.352815,0.713874,0.658217,0.429924,0.529049,nan,nan
1,641,10.683333,0.71702,0.353061,0.712658,0.658,0.428189,0.526084,nan,nan
1,642,10.7,0.715694,0.353307,0.711442,0.657783,0.426454,0.52312,nan,nan
1,643,10.716667,0.714368,0.353554,0.710226,0.657566,0.42472,0.520156,nan,nan
1,644,10.733333,0.713042,0.3538,0.709011,0.657348,0.422985,0.517192,nan,nan
1,645,10.75,0.711717,0.354046,0.707795,0.657131,0.42125,0.514228,nan,nan
1,646,10.766667,0.710391,0.354292,0.706579,0.656914,0.419516,0.511264,nan,nan
1,647,10.783333,0.709065,0.354538,0.705363,0.656697,0.417781,0.5083,nan,nan
1,648,10.8,0.70774,0.354784,0.704147,0.65648,0.416046,0.505336,nan,nan
1,649,10.816667,0.706414,0.35503,0.702932,0.656263,0.414312,0.502372,nan,nan
1,650,10.833333,0.705088,0.355276,0.701716,0.656046,0.412577,0.499408,nan,nan
1,651,10.85,0.703763,0.355522,0.7005,0.65583,0.410842,0.496444,nan,nan
1,652,10.866667,0.702437,0.355768,0.699284,0.655612,0.409108,0.493479,nan,nan
1,653,10.883333,0.701112,0.356014,0.698069,0.655396,0.407373,0.490515,nan,nan
1,654,10.9,0.699786,0.35626,0.696853,0.655179,0.405638,0.487551,nan,nan
1,655,10.916667,0.698461,0.356506,0.695637,0.654962,0.403904,0.484587,nan,nan
1,656,10.933333,0.697135,0.356752,0.694421,0.654745,0.402169,0.481623,nan,nan
1,657,10.95,0.69581,0.356998,0.693206,0.654528,0.400715,0.478233,nan,nan
1,658,10.966667,0.694484,0.357244,0.69199,0.654311,0.399261,0.474842,nan,nan
1,659,10.983333,0.693159,0.35749,0.690774,0.654094,0.397807,0.471452,nan,nan
1,660,11.0,0.691833,0.357736,0.689559,0.653877,0.396353,0.468062,nan,nan
1,661,11.016667,0.690508,0.357982,0.688343,0.65366,0.394899,0.464671,nan,nan
1,662,11.033333,0.689183,0.358228,0.687127,0.653443,0.393445,0.461281,nan,nan
1,663,11.05,0.687857,0.358474,0.685912,0.653226,0.391991,0.45789,nan,nan
1,664,11.066667,0.686532,0.35872,0.684696,0.653009,0.390537,0.4545,nan,nan
1,665,11.083333,0.685207,0.358966,0.683481,0.652792,0.389084,0.45111,nan,nan
1,666,11.1,0.683881,0.359212,0.682265,0.652575,0.38763,0.447719,nan,nan
1,667,11.116667,0.682556,0.359458,0.68105,0.652358,0.386176,0.444329,nan,nan
1,668,11.133333,0.681231,0.359704,0.679834,0.652141,0.384722,0.440938,nan,nan
1,669,11.15,0.679906,0.35995,0.678618,0.651924,0.383268,0.437548,nan,nan
1,670,11.166667,0.67858,0.360196,0.677403,0.651707,0.381814,0.434157,nan,nan
1,671,11.183333,0.677255,0.360442,0.676187,0.65149,0.38036,0.430767,nan,nan
1,672,11.2,0.67593,0.360688,0.674972,0.651273,0.378906,0.427376,nan,nan
1,673,11.216667,0.674605,0.360934,0.673756,0.651056,0.377451,0.423986,nan,nan
1,674,11.233333,0.67328,0.36118,0.672541,0.650839,0.375997,0.420595,nan,nan
1,675,11.25,0.671501,0.360967,0.671066,0.650667,0.374088,0.418204,nan,nan
1,676,11.266667,0.669723,0.360753,0.669591,0.650494,0.372179,0.415813,nan,nan
1,677,11.283333,0.667944,0.360539,0.668115,0.650322,0.37027,0.413423,nan,nan
1,678,11.3,0.666166,0.360326,0.66664,0.650149,0.368361,0.411032,nan,nan
1,679,11.316667,0.664387,0.360112,0.665165,0.649976,0.366451,0.408641,nan,nan
1,680,11.333333,0.662609,0.359898,0.66369,0.649804,0.364542,0.406251,nan,nan
1,681,11.35,0.66083,0.359685,0.662215,0.649631,0.362633,0.40386,nan,nan
1,682,11.366667,0.659052,0.359471,0.66074,0.649458,0.360724,0.40147,nan,nan
1,683,11.383333,0.657274,0.359257,0.659265,0.649286,0.358815,0.399079,nan,nan
1,684,11.4,0.655495,0.359044,0.65779,0.649113,0.357175,0.396872,nan,nan
1,685,11.416667,0.653717,0.35883,0.656315,0.648941,0.355536,0.394665,nan,nan
1,686,11.433333,0.651939,0.358616,0.65484,0.648768,0.353897,0.392458,nan,nan
1,687,11.45,0.650161,0.358403,0.653365,0.648596,0.352258,0.390251,nan,nan
1,688,11.466667,0.648383,0.358189,0.65189,0.648423,0.350618,0.388043,nan,nan
1,689,11.483333,0.646604,0.357975,0.650415,0.64825,0.348979,0.385836,nan,nan
1,690,11.5,0.644826,0.357762,0.64894,0.648078,0.34734,0.383629,nan,nan
1,691,11.516667,0.643048,0.357548,0.647465,0.647905,0.345701,0.381422,nan,nan
1,692,11.533333,0.64127,0.357335,0.64599,0.647733,0.344062,0.379215,nan,nan
1,693,11.55,0.639492,0.357121,0.644515,0.64756,0.342422,0.377008,nan,nan
1,694,11.566667,0.637714,0.356907,0.643041,0.647388,0.340783,0.374801,nan,nan
1,695,11.583333,0.635936,0.356694,0.641566,0.647215,0.339144,0.372594,nan,nan
1,696,11.6,0.634158,0.35648,0.640091,0.647042,0.337505,0.370387,nan,nan
1,697,11.616667,0.63238,0.356267,0.638616,0.64687,0.336453,0.367742,nan,nan
1,698,11.633333,0.630602,0.356053,0.637142,0.646697,0.335401,0.365096,nan,nan
1,699,11.65,0.628825,0.355839,0.635667,0.646525,0.33435,0.36245,nan,nan
1,700,11.666667,0.627047,0.355626,0.634192,0.646352,0.333298,0.359805,nan,nan
1,701,11.683333,0.625269,0.355412,0.632717,0.64618,0.332246,0.357159,nan,nan
1,702,11.7,0.623491,0.355199,0.631243,0.646007,0.331194,0.354513,nan,nan
1,703,11.716667,0.621713,0.354985,0.629768,0.645835,0.330143,0.351867,nan,nan
1,704,11.733333,0.619936,0.354772,0.628294,0.645662,0.329091,0.349222,nan,nan
1,705,11.75,0.618158,0.354558,0.626819,0.64549,0.328039,0.346576,nan,nan
1,706,11.766667,0.61638,0.354344,0.625344,0.645317,0.326987,0.34393,nan,nan
1,707,11.783333,0.614603,0.354131,0.62387,0.645145,0.325936,0.341285,nan,nan
1,708,11.8,0.612825,0.353917,0.622395,0.644972,0.324884,0.338639,nan,nan
1,709,11.816667,0.611048,0.353704,0.620921,0.6448,0.323832,0.335993,nan,nan
1,710,11.833333,0.60927,0.35349,0.619446,0.644627,0.32278,0.333347,nan,nan
1,711,11.85,0.607493,0.353277,0.617972,0.644455,0.321729,0.330701,nan,nan
1,712,11.866667,0.605715,0.353063,0.616497,0.644282,0.320677,0.328055,nan,nan
1,713,11.883333,0.603938,0.352849,0.615023,0.644109,0.319625,0.32541,nan,nan
1,714,11.9,0.60216,0.352636,0.613548,0.643937,0.318573,0.322764,nan,nan
1,715,11.916667,0.600383,0.352422,0.612074,0.643764,0.317521,0.320118,nan,nan
1,716,11.933333,0.598467,0.352161,0.610543,0.643114,0.316799,0.318065,nan,nan
1,717,11.95,0.596551,0.351899,0.609013,0.642463,0.316076,0.316013,nan,nan
1,718,11.966667,0.594635,0.351637,0.607482,0.641813,0.315354,0.313961,nan,nan
1,719,11.983333,0.592718,0.351376,0.605952,0.641162,0.314632,0.311909,nan,nan
1,720,12.0,0.590802,0.351114,0.604421,0.640512,0.313909,0.309856,nan,nan
1,721,12.016667,0.588886,0.350853,0.602891,0.639861,0.313187,0.307804,nan,nan
1,722,12.033333,0.586971,0.350591,0.601361,0.639211,0.312464,0.305752,nan,nan
1,723,12.05,0.585055,0.350329,0.59983,0.63856,0.311742,0.303699,nan,nan
1,724,12.066667,0.583139,0.350068,0.5983,0.63791,0.311019,0.301647,nan,nan
1,725,12.083333,0.581223,0.349806,0.596769,0.637259,0.310297,0.299595,nan,nan
1,726,12.1,0.579307,0.349545,0.595239,0.636609,0.309574,0.297542,nan,nan
1,727,12.116667,0.577391,0.349283,0.593709,0.635958,0.308852,0.29549,nan,nan
1,728,12.133333,0.575475,0.349021,0.592178,0.635308,0.308129,0.293438,nan,nan
1,729,12.15,0.57356,0.34876,0.590648,0.634658,0.307407,0.291385,nan,nan
1,730,12.166667,0.571644,0.348498,0.589118,0.634007,0.306684,0.289333,nan,nan
1,731,12.183333,0.569728,0.348237,0.587587,0.633357,0.305962,0.28728,nan,nan
1,732,12.2,0.567813,0.347975,0.586057,0.632706,0.305239,0.285228,nan,nan
1,733,12.216667,0.565897,0.347714,0.584527,0.632056,0.304517,0.283176,nan,nan
1,734,12.233333,0.563982,0.347452,0.582997,0.631405,0.303794,0.281123,nan,nan
1,735,12.25,0.562066,0.34719,0.581467,0.630755,0.303072,0.279071,nan,nan
1,736,12.266667,0.560151,0.346929,0.579936,0.630104,0.302349,0.277018,nan,nan
1,737,12.283333,0.558235,0.346667,0.578406,0.629454,0.30239,0.275782,nan,nan
1,738,12.3,0.55632,0.346406,0.577032,0.628738,0.30243,0.274545,nan,nan
1,739,12.316667,0.554404,0.346144,0.575658,0.628022,0.30247,0.273309,nan,nan
1,740,12.333333,0.552489,0.345883,0.574284,0.627306,0.30251,0.272072,nan,nan
1,741,12.35,0.550574,0.345621,0.57291,0.62659,0.30255,0.270836,nan,nan
1,742,12.366667,0.548658,0.34536,0.571535,0.625874,0.302591,0.269599,nan,nan
1,743,12.383333,0.546743,0.345098,0.570161,0.625158,0.302631,0.268362,nan,nan
1,744,12.4,0.544828,0.344837,0.568787,0.624442,0.302671,0.267126,nan,nan
1,745,12.416667,0.542913,0.344575,0.567413,0.623726,0.302711,0.265889,nan,nan
1,746,12.433333,0.540997,0.344314,0.566039,0.62301,0.302751,0.264653,nan,nan
1,747,12.45,0.539082,0.344052,0.564665,0.622294,0.302791,0.263416,nan,nan
1,748,12.466667,0.537167,0.343791,0.563291,0.621578,0.302832,0.26218,nan,nan
1,749,12.483333,0.535252,0.343529,0.561917,0.620862,0.302872,0.260943,nan,nan
1,750,12.5,0.533337,0.343268,0.560543,0.620146,0.302912,0.259706,nan,nan
1,751,12.516667,0.531422,0.343006,0.559169,0.61943,0.302952,0.25847,nan,nan
1,752,12.533333,0.529507,0.342745,0.557795,0.618714,0.302992,0.257233,nan,nan
1,753,12.55,0.527592,0.342483,0.556421,0.617998,0.303474,0.25813,nan,nan
1,754,12.566667,0.525678,0.342222,0.555047,0.617282,0.303956,0.259028,nan,nan
1,755,12.583333,0.523763,0.34196,0.553673,0.616566,0.304438,0.259925,nan,nan
1,756,12.6,0.521848,0.341699,0.552299,0.615851,0.30492,0.260823,nan,nan
1,757,12.616667,0.519933,0.341437,0.550925,0.615135,0.305401,0.26172,nan,nan
1,758,12.633333,0.518018,0.341176,0.549551,0.614419,0.305883,0.262618,nan,nan
1,759,12.65,0.516104,0.340915,0.548177,0.613703,0.306365,0.263515,nan,nan
1,760,12.666667,0.514189,0.340653,0.546803,0.612987,0.306847,0.264412,nan,nan
1,761,12.683333,0.512274,0.340392,0.545429,0.612271,0.307329,0.26531,nan,nan
1,762,12.7,0.51036,0.34013,0.544055,0.611555,0.30781,0.266207,nan,nan
1,763,12.716667,0.508268,0.340137,0.542612,0.611027,0.308153,0.266247,nan,nan
1,764,12.733333,0.506177,0.340145,0.541168,0.6105,0.308496,0.266286,nan,nan
1,765,12.75,0.504085,0.340152,0.539724,0.609972,0.308839,0.266326,nan,nan
1,766,12.766667,0.501994,0.340159,0.53828,0.609444,0.309182,0.266365,nan,nan
1,767,12.783333,0.499903,0.340166,0.536836,0.608916,0.309525,0.266405,nan,nan
1,768,12.8,0.497811,0.340173,0.535393,0.608388,0.309867,0.266445,nan,nan
1,769,12.816667,0.49572,0.340181,0.533949,0.60786,0.31021,0.266484,nan,nan
1,770,12.833333,0.493629,0.340188,0.532505,0.607332,0.310553,0.266524,nan,nan
1,771,12.85,0.491538,0.340195,0.531062,0.606804,0.310896,0.266563,nan,nan
1,772,12.866667,0.489447,0.340202,0.529618,0.606277,0.311239,0.266603,nan,nan
1,773,12.883333,0.487356,0.340209,0.528174,0.605749,0.311582,0.266642,nan,nan
1,774,12.9,0.485265,0.340216,0.526731,0.605221,0.311925,0.266682,nan,nan
1,775,12.916667,0.483174,0.340224,0.525287,0.604693,0.312267,0.266722,nan,nan
1,776,12.933333,0.481083,0.340231,0.523844,0.604165,0.31261,0.266761,nan,nan
1,777,12.95,0.478992,0.340238,0.5224,0.603638,0.312953,0.266801,nan,nan
1,778,12.966667,0.476901,0.340245,0.520956,0.60311,0.313296,0.26684,nan,nan
1,779,12.983333,0.47481,0.340252,0.519513,0.602582,0.313639,0.26688,nan,nan
1,780,13.0,0.472719,0.34026,0.518069,0.602054,0.313982,0.266919,nan,nan
1,781,13.016667,0.470629,0.340267,0.516626,0.601527,0.314325,0.266959,nan,nan
1,782,13.033333,0.468538,0.340274,0.515182,0.600999,0.314668,0.266998,nan,nan
1,783,13.05,0.466447,0.340281,0.513739,0.600471,0.31501,0.267038,nan,nan
1,784,13.066667,0.464357,0.340288,0.512295,0.599943,0.315353,0.267078,nan,nan
1,785,13.083333,0.462266,0.340296,0.510852,0.599416,0.315696,0.267117,nan,nan
1,786,13.1,0.460176,0.340303,0.509409,0.598888,0.316039,0.267157,nan,nan
1,787,13.116667,0.458085,0.34031,0.507965,0.59836,0.316382,0.267196,nan,nan
1,788,13.133333,0.455995,0.340317,0.506522,0.597832,0.316725,0.267236,nan,nan
1,789,13.15,0.453905,0.340324,0.505078,0.597305,0.317068,0.267275,nan,nan
1,790,13.166667,0.451814,0.340331,0.503635,0.596777,0.31741,0.267315,nan,nan
1,791,13.183333,0.449724,0.340339,0.502192,0.596249,0.317753,0.267355,nan,nan
1,792,13.2,0.447634,0.340346,0.500748,0.595721,0.318096,0.267394,nan,nan
1,793,13.216667,0.445544,0.340353,0.499305,0.595194,0.318439,0.267434,nan,nan
1,794,13.233333,0.443453,0.34036,0.497862,0.594666,0.318782,0.267473,nan,nan
1,795,13.25,0.441363,0.340367,0.496418,0.594138,0.319125,0.267513,nan,nan
1,796,13.266667,0.439273,0.340375,0.494975,0.593611,0.319468,0.267553,nan,nan
1,797,13.283333,0.437183,0.340382,0.493532,0.593083,0.319811,0.267592,nan,nan
1,798,13.3,0.435093,0.340389,0.492089,0.592555,0.320154,0.267632,nan,nan
1,799,13.316667,0.433003,0.340396,0.490645,0.592028,0.320497,0.267671,nan,nan
1,800,13.333333,0.430913,0.340403,0.489202,0.5915,0.320839,0.267711,nan,nan
1,801,13.35,0.428824,0.34041,0.487759,0.590972,0.321182,0.26775,nan,nan
1,802,13.366667,0.426734,0.340418,0.486316,0.590445,0.321525,0.26779,nan,nan
1,803,13.383333,0.424644,0.340425,0.484873,0.589917,0.321868,0.26783,nan,nan
1,804,13.4,0.422554,0.340432,0.48343,0.589389,0.322211,0.267869,nan,nan
1,805,13.416667,0.420465,0.340439,0.481986,0.588862,0.322554,0.267909,nan,nan
1,806,13.433333,0.418375,0.340446,0.480543,0.588334,0.322897,0.267948,nan,nan
1,807,13.45,0.416199,0.340059,0.479187,0.587636,0.322627,0.266984,nan,nan
1,808,13.466667,0.414023,0.339672,0.47783,0.586938,0.322358,0.26602,nan,nan
1,809,13.483333,0.411847,0.339284,0.476474,0.58624,0.322088,0.265056,nan,nan
1,810,13.5,0.40967,0.338897,0.475118,0.585542,0.321818,0.264092,nan,nan
1,811,13.516667,0.407494,0.33851,0.473761,0.584844,0.321549,0.263128,nan,nan
1,812,13.533333,0.405318,0.338122,0.472405,0.584146,0.321279,0.262164,nan,nan
1,813,13.55,0.403142,0.337735,0.471048,0.583448,0.32101,0.2612,nan,nan
1,814,13.566667,0.400966,0.337348,0.469692,0.58275,0.32074,0.260236,nan,nan
1,815,13.583333,0.398791,0.336961,0.468336,0.582052,0.320471,0.259271,nan,nan
1,816,13.6,0.396615,0.336573,0.466979,0.581354,0.320201,0.258307,nan,nan
1,817,13.616667,0.394439,0.336186,0.465623,0.580656,0.319931,0.257343,nan,nan
1,818,13.633333,0.392263,0.335799,0.464267,0.579958,0.319662,0.256379,nan,nan
1,819,13.65,0.390087,0.335412,0.46291,0.57926,0.319392,0.255415,nan,nan
1,820,13.666667,0.387912,0.335024,0.461554,0.578561,0.319123,0.254451,nan,nan
1,821,13.683333,0.385736,0.334637,0.460198,0.577864,0.318853,0.253487,nan,nan
1,822,13.7,0.383561,0.33425,0.458841,0.577166,0.318584,0.252523,nan,nan
1,823,13.716667,0.381385,0.333863,0.457485,0.576468,0.318314,0.251559,nan,nan
1,824,13.733333,0.37921,0.333475,0.456129,0.57577,0.318044,0.250595,nan,nan
1,825,13.75,0.377034,0.333088,0.454773,0.575072,0.317775,0.24963,nan,nan
1,826,13.766667,0.374859,0.332701,0.453416,0.574374,0.317505,0.248666,nan,nan
1,827,13.783333,0.372683,0.332314,0.45206,0.573676,0.317236,0.247702,nan,nan
1,828,13.8,0.370508,0.331927,0.450704,0.572978,0.316966,0.246738,nan,nan
1,829,13.816667,0.368332,0.331539,0.449348,0.57228,0.316696,0.245774,nan,nan
1,830,13.833333,0.366157,0.331152,0.447992,0.571582,0.316427,0.24481,nan,nan
1,831,13.85,0.363982,0.330765,0.446636,0.570884,0.316157,0.243846,nan,nan
1,832,13.866667,0.361807,0.330378,0.445279,0.570186,0.315888,0.242881,nan,nan
1,833,13.883333,0.359632,0.329991,0.443923,0.569488,0.315618,0.241917,nan,nan
1,834,13.9,0.357457,0.329604,0.442567,0.56879,0.315348,0.240953,nan,nan
1,835,13.916667,0.355282,0.329217,0.441211,0.568092,0.315079,0.239989,nan,nan
1,836,13.933333,0.353107,0.328829,0.439855,0.567394,0.314809,0.239025,nan,nan
1,837,13.95,0.350932,0.328442,0.438499,0.566696,0.31454,0.238061,nan,nan
1,838,13.966667,0.348757,0.328055,0.437143,0.565999,0.31427,0.237096,nan,nan
1,839,13.983333,0.346582,0.327668,0.435787,0.565301,0.314001,0.236132,nan,nan
1,840,14.0,0.344407,0.327281,0.434431,0.564603,0.313731,0.235168,nan,nan
1,841,14.016667,0.342232,0.326894,0.433075,0.563905,0.313461,0.234204,nan,nan
1,842,14.033333,0.340058,0.326507,0.431719,0.563207,0.313192,0.23324,nan,nan
1,843,14.05,0.337883,0.32612,0.430363,0.562509,0.312922,0.232276,nan,nan
1,844,14.066667,0.335708,0.325733,0.429007,0.561811,0.312652,0.231311,nan,nan
1,845,14.083333,0.333534,0.325346,0.427651,0.561114,0.312383,0.230347,nan,nan
1,846,14.1,0.331359,0.324959,0.426295,0.560416,0.312113,0.229383,nan,nan
1,847,14.116667,0.329184,0.324572,0.424939,0.559718,0.311844,0.228419,nan,nan
1,848,14.133333,0.327271,0.324327,0.423533,0.559482,0.311847,0.22975,nan,nan
1,849,14.15,0.325358,0.324082,0.422126,0.559245,0.311849,0.231081,nan,nan
1,850,14.166667,0.323445,0.323837,0.42072,0.559009,0.311852,0.232412,nan,nan
1,851,14.183333,0.321532,0.323592,0.419314,0.558773,0.311855,0.233744,nan,nan
1,852,14.2,0.319619,0.323347,0.417908,0.558537,0.311858,0.235075,nan,nan
1,853,14.216667,0.317706,0.323102,0.416502,0.558301,0.311861,0.236406,nan,nan
1,854,14.233333,0.315793,0.322857,0.415096,0.558064,0.311863,0.237737,nan,nan
1,855,14.25,0.31388,0.322612,0.41369,0.557828,0.311866,0.239068,nan,nan
1,856,14.266667,0.311967,0.322367,0.412284,0.557592,0.311869,0.240399,nan,nan
1,857,14.283333,0.310054,0.322122,0.410878,0.557356,0.311872,0.24173,nan,nan
1,858,14.3,0.308141,0.321877,0.409472,0.55712,0.311875,0.243061,nan,nan
