,,,Away,,Away,,Away,,,
,,,0,,1,,2,,,
Period,Frame,Time [s],Player0,,Player1,,Player2,,Ball,
1,859,14.316667,0.306228,0.321632,0.408066,0.556883,0.311878,0.244392,nan,nan
1,860,14.333333,0.304316,0.321387,0.40666,0.556647,0.31188,0.245723,nan,nan
1,861,14.35,0.302403,0.321142,0.405254,0.556411,0.311883,0.247054,nan,nan
1,862,14.366667,0.30049,0.320897,0.403849,0.556175,0.311886,0.248385,nan,nan
1,863,14.383333,0.298577,0.320652,0.402443,0.555939,0.311889,0.249717,nan,nan
1,864,14.4,0.296665,0.320407,0.401037,0.555702,0.311891,0.251048,nan,nan
1,865,14.416667,0.294752,0.320162,0.399631,0.555466,0.311894,0.252378,nan,nan
1,866,14.433333,0.29284,0.319918,0.398225,0.55523,0.311897,0.253709,nan,nan
1,867,14.45,0.290927,0.319673,0.396819,0.554994,0.3119,0.25504,nan,nan
1,868,14.466667,0.289015,0.319428,0.395414,0.554758,0.311903,0.256371,nan,nan
1,869,14.483333,0.287102,0.319183,0.394008,0.554522,0.311906,0.257702,nan,nan
1,870,14.5,0.28519,0.318938,0.392602,0.554286,0.311908,0.259033,nan,nan
1,871,14.516667,0.283277,0.318693,0.391196,0.554049,0.311911,0.260364,nan,nan
1,872,14.533333,0.281365,0.318448,0.389791,0.553813,0.311914,0.261695,nan,nan
1,873,14.55,0.279452,0.318203,0.388385,0.553577,0.311917,0.263026,nan,nan
1,874,14.566667,0.27754,0.317958,0.386979,0.553341,0.31192,0.264357,nan,nan
1,875,14.583333,0.275628,0.317714,0.385574,0.553105,0.311922,0.265688,nan,nan
1,876,14.6,0.273716,0.317469,0.384168,0.552869,0.311925,0.267019,nan,nan
1,877,14.616667,0.271803,0.317224,0.382762,0.552632,0.311928,0.26835,nan,nan
1,878,14.633333,0.269891,0.316979,0.381613,0.552096,0.311931,0.26968,nan,nan
1,879,14.65,0.267979,0.316734,0.380464,0.55156,0.311934,0.271011,nan,nan
1,880,14.666667,0.266067,0.316489,0.379315,0.551024,0.311937,0.272342,nan,nan
1,881,14.683333,0.264155,0.316244,0.378166,0.550488,0.311939,0.273673,nan,nan
1,882,14.7,0.262243,0.316,0.377017,0.549952,0.311942,0.275004,nan,nan
1,883,14.716667,0.260331,0.315755,0.375868,0.549416,0.311945,0.276335,nan,nan
1,884,14.733333,0.258419,0.31551,0.374719,0.54888,0.311948,0.277665,nan,nan
1,885,14.75,0.256507,0.315265,0.37357,0.548344,0.311951,0.278996,nan,nan
1,886,14.766667,0.254595,0.31502,0.372421,0.547808,0.311953,0.280327,nan,nan
1,887,14.783333,0.252683,0.314775,0.371271,0.547272,0.311956,0.281658,nan,nan
1,888,14.8,0.250771,0.314531,0.370122,0.546736,0.311959,0.282989,nan,nan
1,889,14.816667,0.24886,0.314286,0.368973,0.5462,0.311962,0.284319,nan,nan
1,890,14.833333,0.246948,0.314041,0.367824,0.545664,0.311965,0.28565,nan,nan
1,891,14.85,0.245036,0.313796,0.366675,0.545128,0.311968,0.286981,nan,nan
1,892,14.866667,0.243124,0.313551,0.365526,0.544592,0.31197,0.288311,nan,nan
1,893,14.883333,0.241213,0.313307,0.364377,0.544056,0.311973,0.289642,nan,nan
1,894,14.9,0.239301,0.313062,0.363228,0.54352,0.311976,0.290973,nan,nan
1,895,14.916667,0.23739,0.312817,0.362079,0.542984,0.311979,0.292304,nan,nan
1,896,14.933333,0.235478,0.312572,0.360931,0.542448,0.311982,0.293634,nan,nan
1,897,14.95,0.233566,0.312327,0.359782,0.541912,0.311984,0.294965,nan,nan
1,898,14.966667,0.232101,0.313103,0.359385,0.539604,0.312034,0.295414,nan,nan
1,899,14.983333,0.230635,0.313878,0.358989,0.537296,0.312084,0.295863,nan,nan
1,900,15.0,0.229169,0.314654,0.358593,0.534988,0.312134,0.296313,nan,nan
1,901,15.016667,0.227703,0.315429,0.358197,0.532679,0.312184,0.296762,nan,nan
1,902,15.033333,0.226237,0.316205,0.357801,0.530371,0.312234,0.297212,nan,nan
1,903,15.05,0.224772,0.31698,0.357405,0.528063,0.312284,0.297661,nan,nan
1,904,15.066667,0.223306,0.317756,0.357008,0.525755,0.312334,0.29811,nan,nan
1,905,15.083333,0.22184,0.318531,0.356612,0.523447,0.312384,0.29856,nan,nan
1,906,15.1,0.220375,0.319306,0.356216,0.521139,0.312434,0.299009,nan,nan
1,907,15.116667,0.218909,0.320082,0.35582,0.51883,0.312484,0.299458,nan,nan
1,908,15.133333,0.217444,0.320857,0.355424,0.516522,0.312534,0.299908,nan,nan
1,909,15.15,0.215978,0.321633,0.355027,0.514214,0.312583,0.300357,nan,nan
1,910,15.166667,0.214513,0.322408,0.354631,0.511905,0.312633,0.300806,nan,nan
1,911,15.183333,0.213047,0.323183,0.354235,0.509597,0.312683,0.301256,nan,nan
1,912,15.2,0.211582,0.323959,0.353839,0.507289,0.312733,0.301705,nan,nan
1,913,15.216667,0.210116,0.324734,0.353443,0.50498,0.312783,0.302154,nan,nan
1,914,15.233333,0.208651,0.325509,0.353046,0.502672,0.312833,0.302604,nan,nan
1,915,15.25,0.207186,0.326284,0.35265,0.500363,0.312883,0.303053,nan,nan
1,916,15.266667,0.20572,0.32706,0.352254,0.498055,0.312933,0.303502,nan,nan
1,917,15.283333,0.204255,0.327835,0.351858,0.495746,0.312983,0.303952,nan,nan
1,918,15.3,0.20279,0.32861,0.351461,0.493438,0.313033,0.304401,nan,nan
1,919,15.316667,0.201324,0.329385,0.351065,0.491129,0.313083,0.30485,nan,nan
1,920,15.333333,0.199859,0.33016,0.350669,0.488821,0.313132,0.3053,nan,nan
1,921,15.35,0.198394,0.330936,0.350273,0.486512,0.313182,0.305749,nan,nan
1,922,15.366667,0.196929,0.331711,0.349877,0.484203,0.313232,0.306198,nan,nan
1,923,15.383333,0.195464,0.332486,0.34948,0.481895,0.313282,0.306648,nan,nan
1,924,15.4,0.193999,0.333261,0.349084,0.479586,0.313332,0.307097,nan,nan
1,925,15.416667,0.192533,0.334036,0.348688,0.477277,0.313382,0.307546,nan,nan
1,926,15.433333,0.191616,0.33505,0.348884,0.473572,0.313168,0.307435,nan,nan
1,927,15.45,0.190699,0.336064,0.34908,0.469866,0.312953,0.307323,nan,nan
1,928,15.466667,0.189781,0.337077,0.349276,0.46616,0.312739,0.307212,nan,nan
1,929,15.483333,0.188864,0.338091,0.349472,0.462453,0.312524,0.3071,nan,nan
1,930,15.5,0.187947,0.339105,0.349668,0.458747,0.31231,0.306988,nan,nan
1,931,15.516667,0.187029,0.340119,0.349864,0.455041,0.312095,0.306877,nan,nan
1,932,15.533333,0.186112,0.341132,0.35006,0.451334,0.311881,0.306765,nan,nan
1,933,15.55,0.185195,0.342146,0.350256,0.447628,0.311666,0.306654,nan,nan
1,934,15.566667,0.184277,0.34316,0.350452,0.443921,0.311452,0.306542,nan,nan
1,935,15.583333,0.18336,0.344173,0.350648,0.440215,0.311237,0.30643,nan,nan
1,936,15.6,0.182443,0.345187,0.350845,0.436508,0.311023,0.306319,nan,nan
1,937,15.616667,0.181525,0.346201,0.351041,0.432801,0.310809,0.306207,nan,nan
1,938,15.633333,0.180608,0.347214,0.351237,0.429094,0.310594,0.306096,nan,nan
1,939,15.65,0.179691,0.348228,0.351433,0.425387,0.31038,0.305984,nan,nan
1,940,15.666667,0.178774,0.349241,0.351629,0.42168,0.310165,0.305872,nan,nan
1,941,15.683333,0.177857,0.350255,0.351825,0.417972,0.309951,0.305761,nan,nan
1,942,15.7,0.17694,0.351269,0.352021,0.414265,0.309736,0.305649,nan,nan
1,943,15.716667,0.176022,0.352282,0.352217,0.410558,0.309522,0.305538,nan,nan
1,944,15.733333,0.175105,0.353296,0.352413,0.40685,0.309308,0.305426,nan,nan
1,945,15.75,0.174188,0.354309,0.35261,0.403143,0.309093,0.305314,nan,nan
1,946,15.766667,0.173271,0.355323,0.352806,0.399435,0.308879,0.305203,nan,nan
1,947,15.783333,0.172354,0.356336,0.353002,0.395727,0.308664,0.305091,nan,nan
1,948,15.8,0.171437,0.35735,0.353198,0.392019,0.30845,0.30498,nan,nan
1,949,15.816667,0.17052,0.358363,0.353394,0.388311,0.308235,0.304868,nan,nan
1,950,15.833333,0.169603,0.359376,0.35359,0.384603,0.308021,0.304756,nan,nan
1,951,15.85,0.168686,0.36039,0.353787,0.380895,0.307806,0.304645,nan,nan
1,952,15.866667,0.167769,0.361403,0.353983,0.377187,0.307592,0.304533,nan,nan
1,953,15.883333,0.166851,0.362417,0.354179,0.373478,0.307377,0.304422,nan,nan
1,954,15.9,0.165935,0.36343,0.354375,0.36977,0.307163,0.30431,nan,nan
1,955,15.916667,0.165018,0.364443,0.354571,0.366061,0.306949,0.304198,nan,nan
1,956,15.933333,0.1641,0.365457,0.354767,0.362353,0.306734,0.304087,nan,nan
1,957,15.95,0.163184,0.36647,0.354964,0.358644,0.30652,0.303975,nan,nan
1,958,15.966667,0.162654,0.366874,0.355418,0.355109,0.305951,0.303233,nan,nan
1,959,15.983333,0.162124,0.367279,0.355872,0.351573,0.305382,0.302491,nan,nan
1,960,16.0,0.161594,0.367683,0.356326,0.348038,0.304813,0.301749,nan,nan
1,961,16.016667,0.161064,0.368087,0.35678,0.344502,0.304244,0.301007,nan,nan
1,962,16.033333,0.160534,0.368492,0.357234,0.340966,0.303675,0.300265,nan,nan
1,963,16.05,0.160004,0.368896,0.357688,0.337431,0.303107,0.299524,nan,nan
1,964,16.066667,0.159474,0.3693,0.358142,0.333895,0.302538,0.298782,nan,nan
1,965,16.083333,0.158944,0.369704,0.358596,0.330359,0.301969,0.29804,nan,nan
1,966,16.1,0.158415,0.370109,0.359051,0.326823,0.3014,0.297298,nan,nan
1,967,16.116667,0.157885,0.370513,0.359505,0.323287,0.300831,0.296556,nan,nan
1,968,16.133333,0.157355,0.370917,0.359959,0.31975,0.300262,0.295814,nan,nan
1,969,16.15,0.156825,0.371322,0.360413,0.316214,0.299694,0.295072,nan,nan
1,970,16.166667,0.156295,0.371726,0.360867,0.312678,0.299125,0.29433,nan,nan
1,971,16.183333,0.155765,0.37213,0.361321,0.309141,0.298556,0.293588,nan,nan
1,972,16.2,0.155235,0.372534,0.361776,0.305605,0.297987,0.292846,nan,nan
1,973,16.216667,0.154706,0.372939,0.36223,0.302068,0.297418,0.292104,nan,nan
1,974,16.233333,0.154176,0.373343,0.362684,0.298531,0.296849,0.291362,nan,nan
1,975,16.25,0.153646,0.373747,0.363138,0.294994,0.296281,0.29062,nan,nan
1,976,16.266667,0.153116,0.374152,0.363593,0.291457,0.295712,0.289878,nan,nan
1,977,16.283333,0.152586,0.374556,0.364047,0.28792,0.295143,0.289136,nan,nan
1,978,16.3,0.152057,0.37496,0.364501,0.284383,0.294574,0.288394,nan,nan
1,979,16.316667,0.151527,0.375364,0.364955,0.280846,0.294005,0.287652,nan,nan
1,980,16.333333,0.150997,0.375768,0.36541,0.277308,0.293436,0.28691,nan,nan
1,981,16.35,0.150467,0.376173,0.365864,0.273771,0.292868,0.286169,nan,nan
1,982,16.366667,0.149937,0.376577,0.366318,0.270233,0.292299,0.285427,nan,nan
1,983,16.383333,0.149408,0.376981,0.366773,0.266696,0.29173,0.284685,nan,nan
1,984,16.4,0.148878,0.377385,0.367227,0.263158,0.291161,0.283943,nan,nan
1,985,16.416667,0.148348,0.37779,0.367681,0.25962,0.290592,0.283201,nan,nan
1,986,16.433333,0.147818,0.378194,0.368136,0.256082,0.290024,0.282459,nan,nan
1,987,16.45,0.148285,0.379843,0.367957,0.252395,0.289081,0.282238,nan,nan
1,988,16.466667,0.148751,0.381491,0.367779,0.248707,0.288138,0.282016,nan,nan
1,989,16.483333,0.149218,0.38314,0.3676,0.245019,0.287195,0.281795,nan,nan
1,990,16.5,0.149685,0.384789,0.367421,0.241332,0.286252,0.281574,nan,nan
1,991,16.516667,0.150151,0.386437,0.367242,0.237644,0.285309,0.281353,nan,nan
1,992,16.533333,0.150618,0.388086,0.367064,0.233956,0.284366,0.281131,nan,nan
1,993,16.55,0.151084,0.389734,0.366885,0.230268,0.283424,0.28091,nan,nan
1,994,16.566667,0.151551,0.391383,0.366706,0.22658,0.282481,0.280689,nan,nan
1,995,16.583333,0.152018,0.393032,0.366528,0.222892,0.281538,0.280468,nan,nan
1,996,16.6,0.152484,0.39468,0.366349,0.219203,0.280595,0.280246,nan,nan
1,997,16.616667,0.152951,0.396329,0.36617,0.215515,0.279652,0.280025,nan,nan
1,998,16.633333,0.153417,0.397977,0.365992,0.211827,0.27871,0.279804,nan,nan
1,999,16.65,0.153884,0.399626,0.365813,0.208138,0.277767,0.279583,nan,nan
1,1000,16.666667,0.15435,0.401274,0.365634,0.20445,0.276824,0.279362,nan,nan
1,1001,16.683333,0.154817,0.402923,0.365456,0.200761,0.275881,0.27914,nan,nan
1,1002,16.7,0.155284,0.404571,0.365277,0.197072,0.274939,0.278919,nan,nan
1,1003,16.716667,0.15575,0.40622,0.365098,0.193384,0.274156,0.279008,nan,nan
1,1004,16.733333,0.156217,0.407868,0.364919,0.189695,0.273373,0.279096,nan,nan
1,1005,16.75,0.156683,0.409517,0.364741,0.186006,0.27259,0.279185,nan,nan
1,1006,16.766667,0.15715,0.411165,0.364562,0.182317,0.271807,0.279273,nan,nan
1,1007,16.783333,0.157616,0.412814,0.36436,0.179232,0.271024,0.279362,nan,nan
1,1008,16.8,0.158083,0.414462,0.364158,0.176147,0.270241,0.27945,nan,nan
1,1009,16.816667,0.158549,0.416111,0.363956,0.173062,0.269458,0.279539,nan,nan
1,1010,16.833333,0.159016,0.417759,0.363754,0.169978,0.268675,0.279628,nan,nan
1,1011,16.85,0.159483,0.419408,0.363552,0.166893,0.267892,0.279716,nan,nan
1,1012,16.866667,0.159949,0.421056,0.36335,0.163808,0.267109,0.279805,nan,nan
1,1013,16.883333,0.160416,0.422705,0.363148,0.160723,0.266326,0.279893,nan,nan
1,1014,16.9,0.160882,0.424353,0.363009,0.159823,0.265543,0.279982,nan,nan
1,1015,16.916667,0.161349,0.426001,0.36287,0.158924,0.26476,0.28007,nan,nan
1,1016,16.933333,0.161815,0.42765,0.362731,0.158024,0.263977,0.280159,nan,nan
1,1017,16.95,0.162282,0.429298,0.362591,0.157125,0.263195,0.280247,nan,nan
1,1018,16.966667,0.162748,0.430947,0.362453,0.156225,0.262412,0.280336,nan,nan
1,1019,16.983333,0.163215,0.432595,0.362314,0.155326,0.261629,0.280424,nan,nan
1,1020,17.0,0.163681,0.434243,0.362175,0.154426,0.260846,0.280513,nan,nan
1,1021,17.016667,0.164148,0.435892,0.362036,0.153527,0.260063,0.280602,nan,nan
1,1022,17.033333,0.164614,0.43754,0.361897,0.152627,0.25928,0.28069,nan,nan
1,1023,17.05,0.165081,0.439188,0.361758,0.151728,0.258497,0.280779,nan,nan
1,1024,17.066667,0.165812,0.440229,0.361517,0.151729,0.257791,0.281261,nan,nan
1,1025,17.083333,0.166543,0.441269,0.361277,0.15173,0.257084,0.281743,nan,nan
1,1026,17.1,0.167274,0.442309,0.361037,0.151731,0.256377,0.282225,nan,nan
1,1027,17.116667,0.168005,0.443349,0.360797,0.151732,0.25567,0.282707,nan,nan
1,1028,17.133333,0.168736,0.44439,0.360557,0.151733,0.254963,0.283189,nan,nan
1,1029,17.15,0.169467,0.44543,0.360317,0.151734,0.254256,0.283671,nan,nan
1,1030,17.166667,0.170198,0.44647,0.360077,0.151735,0.253549,0.284153,nan,nan
1,1031,17.183333,0.170929,0.44751,0.359836,0.151736,0.252842,0.284635,nan,nan
1,1032,17.2,0.17166,0.448551,0.359596,0.151737,0.252136,0.285117,nan,nan
1,1033,17.216667,0.172391,0.449591,0.359356,0.151738,0.251429,0.285599,nan,nan
1,1034,17.233333,0.173122,0.450631,0.359433,0.152238,0.250722,0.286081,nan,nan
1,1035,17.25,0.173853,0.451672,0.359511,0.152738,0.250015,0.286563,nan,nan
1,1036,17.266667,0.174584,0.452712,0.359588,0.153237,0.249308,0.287045,nan,nan
1,1037,17.283333,0.175315,0.453752,0.359665,0.153737,0.248601,0.287527,nan,nan
1,1038,17.3,0.176046,0.454792,0.359742,0.154237,0.247895,0.288009,nan,nan
1,1039,17.316667,0.176777,0.455833,0.359819,0.154737,0.247236,0.289189,nan,nan
1,1040,17.333333,0.177508,0.456873,0.359897,0.155236,0.246577,0.29037,nan,nan
1,1041,17.35,0.178239,0.457913,0.359974,0.155736,0.245919,0.29155,nan,nan
1,1042,17.366667,0.17897,0.458954,0.360051,0.156236,0.24526,0.29273,nan,nan
1,1043,17.383333,0.179701,0.459994,0.360128,0.156735,0.244601,0.29391,nan,nan
1,1044,17.4,0.180432,0.461034,0.360206,0.157235,0.243943,0.29509,nan,nan
1,1045,17.416667,0.181163,0.462074,0.360283,0.157735,0.243284,0.29627,nan,nan
1,1046,17.433333,0.181894,0.463115,0.36036,0.158234,0.242625,0.297451,nan,nan
1,1047,17.45,0.182625,0.464155,0.360437,0.158734,0.241967,0.298631,nan,nan
1,1048,17.466667,0.183356,0.465195,0.360514,0.159234,0.241308,0.299811,nan,nan
1,1049,17.483333,0.184087,0.466236,0.360592,0.159734,0.240649,0.300991,nan,nan
1,1050,17.5,0.184818,0.467276,0.360669,0.160233,0.239991,0.302171,nan,nan
1,1051,17.516667,0.185549,0.468316,0.360746,0.160733,0.239332,0.303351,nan,nan
1,1052,17.533333,0.18628,0.469356,0.360793,0.162983,0.238673,0.304531,nan,nan
1,1053,17.55,0.187011,0.470397,0.360841,0.165233,0.238015,0.305711,nan,nan
1,1054,17.566667,0.187742,0.471437,0.360888,0.167483,0.237356,0.306891,nan,nan
1,1055,17.583333,0.189061,0.472814,0.360935,0.169733,0.236698,0.308071,nan,nan
1,1056,17.6,0.190381,0.474191,0.360983,0.171982,0.236039,0.309251,nan,nan
1,1057,17.616667,0.1917,0.475569,0.36103,0.174232,0.235381,0.310431,nan,nan
1,1058,17.633333,0.193019,0.476946,0.361077,0.176482,0.234722,0.311611,nan,nan
1,1059,17.65,0.194339,0.478323,0.361124,0.178732,0.234063,0.31279,nan,nan
1,1060,17.666667,0.195658,0.4797,0.361172,0.180981,0.233405,0.31397,nan,nan
1,1061,17.683333,0.196978,0.481077,0.361219,0.183231,0.232746,0.31515,nan,nan
1,1062,17.7,0.198297,0.482455,0.361266,0.18548,0.232088,0.31633,nan,nan
1,1063,17.716667,0.199616,0.483832,0.361314,0.18773,0.231429,0.31751,nan,nan
1,1064,17.733333,0.200936,0.485209,0.361361,0.18998,0.230771,0.31869,nan,nan
1,1065,17.75,0.202255,0.486586,0.361408,0.192229,0.230112,0.319869,nan,nan
1,1066,17.766667,0.203575,0.487964,0.361456,0.194479,0.229454,0.321049,nan,nan
1,1067,17.783333,0.204894,0.489341,0.361503,0.196728,0.228796,0.322229,nan,nan
1,1068,17.8,0.205561,0.492064,0.361465,0.19821,0.227914,0.32316,nan,nan
1,1069,17.816667,0.206227,0.494787,0.361428,0.199693,0.227033,0.32409,nan,nan
1,1070,17.833333,0.206894,0.49751,0.361391,0.201175,0.226151,0.325021,nan,nan
1,1071,17.85,0.20756,0.500232,0.361353,0.202657,0.22527,0.325952,nan,nan
1,1072,17.866667,0.208227,0.502955,0.361316,0.204139,0.224388,0.326882,nan,nan
1,1073,17.883333,0.208893,0.505678,0.361278,0.205621,0.223507,0.327813,nan,nan
1,1074,17.9,0.20956,0.5084,0.361241,0.207104,0.222625,0.328743,nan,nan
1,1075,17.916667,0.210226,0.511123,0.361203,0.208586,0.221744,0.329674,nan,nan
1,1076,17.933333,0.210893,0.513846,0.361166,0.210068,0.220863,0.330604,nan,nan
1,1077,17.95,0.211559,0.516568,0.361128,0.21155,0.219981,0.331535,nan,nan
1,1078,17.966667,0.212226,0.519291,0.361091,0.213032,0.2191,0.332466,nan,nan
1,1079,17.983333,0.212892,0.522014,0.361053,0.214514,0.218219,0.333396,nan,nan
1,1080,18.0,0.213559,0.524736,0.361016,0.215996,0.217337,0.334327,nan,nan
1,1081,18.016667,0.214225,0.527459,0.360979,0.217479,0.216456,0.335257,nan,nan
1,1082,18.033333,0.214892,0.530181,0.360941,0.218961,0.215575,0.336188,nan,nan
1,1083,18.05,0.215558,0.532903,0.360904,0.220443,0.214693,0.337118,nan,nan
1,1084,18.066667,0.216225,0.535626,0.360866,0.221925,0.213812,0.338048,nan,nan
1,1085,18.083333,0.216891,0.538348,0.360401,0.224446,0.212931,0.338979,nan,nan
1,1086,18.1,0.217557,0.541071,0.359935,0.226967,0.212049,0.339909,nan,nan
1,1087,18.116667,0.218224,0.543793,0.35947,0.229488,0.211168,0.34084,nan,nan
1,1088,18.133333,0.21889,0.546515,0.359005,0.232009,0.210287,0.34177,nan,nan
1,1089,18.15,0.219557,0.549238,0.358539,0.23453,0.209406,0.342701,nan,nan
1,1090,18.166667,0.220223,0.55196,0.358074,0.23705,0.208524,0.343631,nan,nan
1,1091,18.183333,0.22089,0.554682,0.357608,0.239571,0.207643,0.344561,nan,nan
1,1092,18.2,0.221556,0.557404,0.357143,0.242092,0.206762,0.345491,nan,nan
1,1093,18.216667,0.222222,0.560126,0.356678,0.244612,0.205881,0.346422,nan,nan
1,1094,18.233333,0.222889,0.562849,0.356212,0.247133,0.205,0.347352,nan,nan
1,1095,18.25,0.223555,0.565571,0.355747,0.249654,0.204119,0.348282,nan,nan
1,1096,18.266667,0.223819,0.568635,0.355282,0.252174,0.203238,0.349213,nan,nan
1,1097,18.283333,0.224083,0.5717,0.354816,0.254695,0.202356,0.350143,nan,nan
1,1098,18.3,0.224347,0.574765,0.354351,0.257215,0.201475,0.351073,nan,nan
1,1099,18.316667,0.224611,0.57783,0.353886,0.259735,0.200304,0.352018,nan,nan
1,1100,18.333333,0.224875,0.580894,0.35342,0.262256,0.199133,0.352963,nan,nan
1,1101,18.35,0.225139,0.583959,0.352955,0.264776,0.197961,0.353908,nan,nan
1,1102,18.366667,0.225403,0.587023,0.35249,0.267296,0.19679,0.354853,nan,nan
1,1103,18.383333,0.225666,0.590088,0.352025,0.269816,0.195619,0.355798,nan,nan
1,1104,18.4,0.22593,0.593152,0.351559,0.272336,0.194448,0.356743,nan,nan
1,1105,18.416667,0.226194,0.596216,0.351094,0.274856,0.193277,0.357688,nan,nan
1,1106,18.433333,0.226458,0.599281,0.350629,0.277376,0.192105,0.358633,nan,nan
1,1107,18.45,0.226722,0.602345,0.350164,0.279896,0.190934,0.359578,nan,nan
1,1108,18.466667,0.226986,0.605409,0.349698,0.282416,0.189763,0.360523,nan,nan
1,1109,18.483333,0.22725,0.608473,0.349233,0.284936,0.188592,0.361467,nan,nan
1,1110,18.5,0.227514,0.611538,0.348768,0.287456,0.187421,0.362412,nan,nan
1,1111,18.516667,0.227778,0.614602,0.348303,0.289975,0.18625,0.363357,nan,nan
1,1112,18.533333,0.228041,0.617666,0.347838,0.292495,0.185079,0.364302,nan,nan
1,1113,18.55,0.228305,0.62073,0.347372,0.295015,0.183908,0.365247,nan,nan
1,1114,18.566667,0.228569,0.623793,0.346907,0.297534,0.182737,0.366192,nan,nan
1,1115,18.583333,0.228833,0.626857,0.346442,0.300054,0.181566,0.367136,nan,nan
1,1116,18.6,0.229097,0.629921,0.345977,0.302573,0.180395,0.368081,nan,nan
1,1117,18.616667,0.229361,0.632985,0.345512,0.305093,0.179224,0.369026,nan,nan
1,1118,18.633333,0.229625,0.636049,0.345047,0.307612,0.178053,0.36997,nan,nan
1,1119,18.65,0.229888,0.639112,0.344582,0.310132,0.176882,0.370915,nan,nan
1,1120,18.666667,0.229457,0.642291,0.343275,0.312795,0.175834,0.371092,nan,nan
1,1121,18.683333,0.229026,0.645469,0.341969,0.315458,0.174786,0.37127,nan,nan
1,1122,18.7,0.228595,0.648648,0.340662,0.31812,0.173738,0.371447,nan,nan
1,1123,18.716667,0.228163,0.651827,0.339356,0.320783,0.172689,0.371624,nan,nan
1,1124,18.733333,0.227732,0.655005,0.33805,0.323446,0.171641,0.371801,nan,nan
1,1125,18.75,0.227301,0.658183,0.336744,0.326108,0.170593,0.371979,nan,nan
1,1126,18.766667,0.22687,0.661361,0.335438,0.328771,0.169545,0.372156,nan,nan
1,1127,18.783333,0.226439,0.664539,0.334132,0.331434,0.168497,0.372333,nan,nan
1,1128,18.8,0.226007,0.667718,0.332826,0.334096,0.167449,0.37251,nan,nan
1,1129,18.816667,0.225576,0.670896,0.33152,0.336758,0.1664,0.372688,nan,nan
1,1130,18.833333,0.225145,0.674073,0.330214,0.33942,0.165352,0.372865,nan,nan
1,1131,18.85,0.224714,0.677251,0.328908,0.342083,0.164304,0.373042,nan,nan
1,1132,18.866667,0.224283,0.680429,0.327602,0.344745,0.163256,0.373219,nan,nan
1,1133,18.883333,0.223852,0.683607,0.326296,0.347407,0.162208,0.373397,nan,nan
1,1134,18.9,0.223421,0.686784,0.32499,0.350069,0.16116,0.373574,nan,nan
1,1135,18.916667,0.22299,0.689962,0.323684,0.352731,0.160112,0.373751,nan,nan
1,1136,18.933333,0.222558,0.693139,0.322378,0.355392,0.159064,0.373928,nan,nan
1,1137,18.95,0.222127,0.696317,0.321073,0.358054,0.158016,0.374106,nan,nan
1,1138,18.966667,0.221696,0.699494,0.319767,0.360716,0.156968,0.374283,nan,nan
1,1139,18.983333,0.221265,0.702671,0.318461,0.363377,0.15592,0.37446,nan,nan
1,1140,19.0,0.220834,0.705848,0.317156,0.366039,0.154872,0.374637,nan,nan
1,1141,19.016667,0.220403,0.709026,0.31585,0.3687,0.153824,0.374814,nan,nan
1,1142,19.033333,0.219972,0.712202,0.314545,0.371361,0.152776,0.374992,nan,nan
1,1143,19.05,0.219541,0.715379,0.313239,0.374023,0.151728,0.375169,nan,nan
1,1144,19.066667,0.21911,0.718556,0.311934,0.376684,0.15068,0.375346,nan,nan
1,1145,19.083333,0.218679,0.721733,0.310628,0.379345,0.149632,0.375523,nan,nan
1,1146,19.1,0.218248,0.72491,0.309323,0.382006,0.148584,0.375701,nan,nan
1,1147,19.116667,0.217817,0.728086,0.308018,0.384667,0.147536,0.375878,nan,nan
1,1148,19.133333,0.217386,0.731263,0.306712,0.387327,0.146488,0.376055,nan,nan
1,1149,19.15,0.216955,0.734439,0.305407,0.389988,0.14544,0.376232,nan,nan
1,1150,19.166667,0.216524,0.737616,0.304102,0.392649,0.144393,0.376409,nan,nan
1,1151,19.183333,0.216093,0.740792,0.302797,0.395309,0.143661,0.375813,nan,nan
1,1152,19.2,0.215662,0.743968,0.301491,0.39797,0.14293,0.375217,nan,nan
1,1153,19.216667,0.215232,0.747144,0.300186,0.40063,0.142199,0.374621,nan,nan
1,1154,19.233333,0.214801,0.75032,0.298881,0.403291,0.141467,0.374025,nan,nan
1,1155,19.25,0.21437,0.753496,0.297576,0.405951,0.140736,0.373428,nan,nan
1,1156,19.266667,0.213939,0.756672,0.296271,0.408611,0.140004,0.372832,nan,nan
1,1157,19.283333,0.213508,0.759848,0.294966,0.411271,0.139273,0.372236,nan,nan
1,1158,19.3,0.213077,0.763024,0.293661,0.413931,0.138542,0.37164,nan,nan
1,1159,19.316667,0.212646,0.7662,0.292357,0.416591,0.137811,0.371044,nan,nan
1,1160,19.333333,0.212215,0.769375,0.291052,0.419251,0.137079,0.370447,nan,nan
1,1161,19.35,0.211785,0.772551,0.289747,0.421911,0.136348,0.369851,nan,nan
1,1162,19.366667,0.211354,0.775726,0.288442,0.424571,0.135617,0.369255,nan,nan
1,1163,19.383333,0.210923,0.778902,0.287137,0.42723,0.134885,0.368659,nan,nan
1,1164,19.4,0.210492,0.782077,0.285833,0.42989,0.134154,0.368063,nan,nan
1,1165,19.416667,0.210061,0.785252,0.284528,0.43255,0.133423,0.367466,nan,nan
1,1166,19.433333,0.209426,0.787493,0.28324,0.435912,0.132524,0.368226,nan,nan
