TeamID,0,0,0,0,0,0,1,1,1,1,1,1,disc,disc
PlayerID,0,0,1,1,2,2,0,0,1,1,2,2,disc,disc
Attributes,x,y,x,y,x,y,x,y,x,y,x,y,x,y
frame,,,,,,,,,,,,,,
241,3.82481,9.369498,13.700142,9.127646,21.623837,10.395058,22.768589,11.870245,23.65699,7.1950245,27.132683,9.789056,4.364357,9.694353
242,3.81699,9.339144,13.666115,9.173011,21.63615,10.411552,22.669716,11.8675995,23.575645,7.2154922,27.086761,9.796716,4.3218536,9.642836
243,3.8091774,9.308788,13.6320915,9.218372,21.648457,10.428049,22.570831,11.864951,23.494293,7.235961,27.04084,9.804375,4.2793465,9.59132
244,3.8013573,9.278432,13.598064,9.263736,21.66077,10.444544,22.47195,11.862305,23.412945,7.2564287,26.994919,9.812034,4.2368393,9.5398
245,3.7935295,9.248076,13.564037,9.309098,21.673084,10.461039,22.37307,11.859658,23.331593,7.2768974,26.948997,9.819691,4.194336,9.488279
246,3.785717,9.217721,13.530018,9.35446,21.68539,10.477537,22.274181,11.857012,23.250244,7.297365,26.903076,9.827351,4.151829,9.436757
247,3.777897,9.187365,13.495991,9.399823,21.697704,10.494031,22.175297,11.854363,23.168896,7.317835,26.857151,9.83501,4.109314,9.385236
248,3.7700768,9.157006,13.461967,9.445184,21.710014,10.510526,22.076408,11.851717,23.08754,7.3383036,26.81123,9.8426695,4.066807,9.333712
249,3.7622566,9.12665,13.427948,9.490546,21.722324,10.527021,21.977516,11.849071,23.006191,7.3587723,26.765305,9.850328,4.052864,9.306669
250,3.7544365,9.096292,13.393921,9.535906,21.734634,10.543516,21.878624,11.846422,22.924839,7.379243,26.719383,9.857988,4.0389214,9.279627
251,3.7466164,9.065932,13.359898,9.581265,21.746944,10.56001,21.779732,11.843776,22.84348,7.3997116,26.673458,9.865647,4.0249786,9.252585
252,3.7387962,9.035573,13.325878,9.626625,21.759254,10.576506,21.680832,11.841129,22.762127,7.4201803,26.627537,9.873305,4.011036,9.225542
253,3.730976,9.005216,13.291855,9.671985,21.771564,10.593,21.581932,11.838483,22.68077,7.44065,26.581612,9.880965,3.9970932,9.1985
254,3.7231636,8.974856,13.257835,9.717344,21.783878,10.609494,21.483036,11.835834,22.599415,7.4611216,26.53569,9.888624,3.9831505,9.171455
255,3.7153358,8.944497,13.223812,9.762703,21.796185,10.625989,21.384129,11.833187,22.518059,7.481591,26.489761,9.896284,3.9692078,9.144412
256,3.7075233,8.914138,13.189789,9.808062,21.808495,10.642483,21.285225,11.83054,22.436699,7.502061,26.44384,9.903944,3.955265,9.117369
257,3.6996956,8.883779,13.155769,9.853418,21.820805,10.658977,21.186321,11.82789,22.355343,7.5225334,26.397911,9.911604,3.9490662,9.111355
258,3.6918755,8.853417,13.121746,9.898777,21.833115,10.675472,21.08741,11.825245,22.273983,7.543003,26.35199,9.919264,3.9428596,9.105343
259,3.684063,8.823058,13.087723,9.944136,21.845425,10.691965,20.988503,11.8225975,22.192623,7.5634737,26.30606,9.926922,3.9366608,9.099329
260,3.6762352,8.792697,13.053707,9.989493,21.857735,10.708459,20.889591,11.819951,22.111263,7.5839434,26.260136,9.934582,3.930462,9.093315
261,3.678791,8.813828,13.019684,10.03485,21.87004,10.724954,20.790676,11.817301,22.0299,7.604417,26.214207,9.942243,3.9242592,9.087303
262,3.681347,8.834962,12.985661,10.080207,21.88235,10.741445,20.691761,11.814654,21.94854,7.6248875,26.168282,9.949903,3.9180603,9.08129
263,3.6839027,8.8560915,12.951645,10.125562,21.894665,10.757938,20.592846,11.812007,21.874168,7.667651,26.12236,9.957562,3.9087486,9.085784
264,3.6864586,8.877224,12.917625,10.1709175,21.906967,10.774433,20.493923,11.809358,21.7998,7.710415,26.076427,9.965222,3.899437,9.09028
265,3.6890144,8.898355,12.900639,10.216717,21.919281,10.790925,20.395,11.80671,21.72543,7.7531757,26.030502,9.972883,3.890129,9.094775
266,3.6915703,8.919483,12.883659,10.262515,21.906853,10.808895,20.296082,11.804064,21.651062,7.7959385,25.984573,9.980541,3.8808174,9.09927
267,3.6941261,8.940616,12.866676,10.308312,21.894428,10.826863,20.197151,11.801416,21.576694,7.838702,25.938648,9.988201,3.8715096,9.103765
268,3.696682,8.961747,12.849693,10.354108,21.882004,10.844832,20.098228,11.798766,21.502323,7.881466,25.892715,9.995862,3.8621979,9.108259
269,3.6992378,8.982878,12.832714,10.399906,21.869576,10.862802,19.999298,11.796119,21.427956,7.9242277,25.84679,10.003522,3.85289,9.112756
270,3.7017937,9.004007,12.815731,10.445702,21.857155,10.88077,19.900364,11.793471,21.353584,7.9669914,25.800861,10.011182,3.8435783,9.11725
271,3.7043495,9.025139,12.798752,10.491498,21.844727,10.898739,19.801434,11.790822,21.279217,8.009754,25.754932,10.018843,3.8334084,9.153278
272,3.7069054,9.046268,12.781769,10.537293,21.832302,10.916708,19.7025,11.788174,21.204845,8.052518,25.709,10.026504,3.8232307,9.189307
273,3.7094536,9.067397,12.764786,10.583087,21.819878,10.934676,19.603561,11.785526,21.130478,8.09528,25.663074,10.034162,3.8130531,9.225335
274,3.7120094,9.088529,12.74781,10.628882,21.807453,10.952645,19.504623,11.782879,21.056107,8.138043,25.617142,10.041822,3.8028755,9.261362
275,3.7145653,9.109657,12.730827,10.674675,21.795025,10.9706135,19.405685,11.780229,20.981739,8.180806,25.571213,10.049483,3.7927055,9.29739
276,3.7171211,9.130788,12.6657295,10.710608,21.782604,10.988583,19.30674,11.777581,20.907368,8.223571,25.52528,10.057145,3.782528,9.333418
277,3.719677,9.151916,12.600632,10.746541,21.770176,11.006551,19.207798,11.774933,20.833,8.266332,25.479351,10.064806,3.772358,9.369444
278,3.7222252,9.173044,12.53553,10.782475,21.757751,11.024519,19.108852,11.772283,20.758629,8.309096,25.433418,10.072466,3.7621803,9.40547
279,3.724781,9.194176,12.470432,10.818408,21.745327,11.042487,19.009903,11.769634,20.684258,8.35186,25.38749,10.080127,3.7520027,9.441496
280,3.727337,9.215303,12.405334,10.8543415,21.732903,11.060456,18.910954,11.766987,20.60989,8.394625,25.341553,10.087786,3.7418327,9.477522
281,3.7298927,9.236433,12.340237,10.890276,21.720474,11.078424,18.812004,11.764339,20.535519,8.4373865,25.295624,10.095447,3.7316551,9.513547
282,3.7324486,9.257562,12.275139,10.926209,21.708054,11.096392,18.713047,11.761688,20.461151,8.48015,25.249691,10.103107,3.7316475,9.531565
283,3.7350044,9.27869,12.210037,10.962143,21.695625,11.114361,18.614094,11.75904,20.38678,8.522913,25.203758,10.110768,3.7316322,9.5495825
284,3.7375603,9.299818,12.155113,10.998086,21.667767,11.126322,18.509453,11.760953,20.313412,8.575819,25.162529,10.119719,3.7316246,9.567599
