Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,,,1,601,10.016667,,,,,0.559519,0.399748,,
Home,,,1,602,10.033333,,,,,0.556463,0.397558,,
Home,,,1,603,10.05,,,,,0.553483,0.395568,,
Home,,,1,604,10.066667,,,,,0.550504,0.393579,,
Home,,,1,605,10.083333,,,,,0.547524,0.391589,,
Home,,,1,606,10.1,,,,,0.544545,0.389599,,
Home,,,1,607,10.116667,,,,,0.541565,0.38761,,
Home,,,1,608,10.133333,,,,,0.538586,0.38562,,
Home,,,1,609,10.15,,,,,0.535607,0.383631,,
Home,,,1,610,10.166667,,,,,0.532628,0.381641,,
Home,,,1,611,10.183333,,,,,0.529648,0.379651,,
Home,,,1,612,10.2,,,,,0.526898,0.377461,,
Home,,,1,613,10.216667,,,,,0.524148,0.375271,,
Home,,,1,614,10.233333,,,,,0.521397,0.373081,,
Home,,,1,615,10.25,,,,,0.518647,0.370891,,
Home,,,1,616,10.266667,,,,,0.515897,0.368701,,
Home,,,1,617,10.283333,,,,,0.513146,0.366511,,
Home,,,1,618,10.3,,,,,0.510396,0.364321,,
Home,,,1,619,10.316667,,,,,0.507646,0.362131,,
Home,,,1,620,10.333333,,,,,0.504896,0.359941,,
Home,,,1,621,10.35,,,,,0.50196,0.358479,,
Home,,,1,622,10.366667,,,,,0.499023,0.357017,,
Home,,,1,623,10.383333,,,,,0.496087,0.355555,,
Home,,,1,624,10.4,,,,,0.493151,0.354093,,
Home,,,1,625,10.416667,,,,,0.490215,0.352631,,
Home,,,1,626,10.433333,,,,,0.487279,0.351168,,
Home,,,1,627,10.45,,,,,0.484343,0.349706,,
Home,,,1,628,10.466667,,,,,0.481408,0.348244,,
Home,,,1,629,10.483333,,,,,0.478472,0.346782,,
Home,,,1,630,10.5,,,,,0.475536,0.34532,,
Home,,,1,631,10.516667,,,,,0.4726,0.343858,,
Home,,,1,632,10.533333,,,,,0.469853,0.343148,,
Home,,,1,633,10.55,,,,,0.467106,0.342438,,
Home,,,1,634,10.566667,,,,,0.464359,0.341728,,
Home,,,1,635,10.583333,,,,,0.461612,0.341017,,
Home,,,1,636,10.6,,,,,0.458865,0.340307,,
Home,,,1,637,10.616667,,,,,0.456118,0.339597,,
Home,,,1,638,10.633333,,,,,0.453372,0.338887,,
Home,,,1,639,10.65,,,,,0.450625,0.338177,,
Home,,,1,640,10.666667,,,,,0.447878,0.337467,,
Home,,,1,641,10.683333,,,,,0.445132,0.336757,,
Home,,,1,642,10.7,,,,,0.442386,0.336166,,
Home,,,1,643,10.716667,,,,,0.439639,0.335576,,
Home,,,1,644,10.733333,,,,,0.436893,0.334986,,
Home,,,1,645,10.75,,,,,0.434147,0.334396,,
Home,,,1,646,10.766667,,,,,0.431401,0.333806,,
